codice,denominazione,ubicazione,comune,coordinata_x,coordinata_y,latitudine,longitudine,codice_zona,osm_id,dist
600235,AUTOSTAZIONE RAMPARI SAN,,FERRARA,706421,968194,"44,835491","11,610514",600,259003967,0.0003953435594530203
5,STAZIONE CENTRALE,PIAZZA MEDAGLIE D`ORO (PENSILINA B),BOLOGNA,686386,930910,"44,505653","11,343699",500,315013159,1.3038753635226086
4,STAZIONE CENTRALE,VIALE PIETRAMELLARA 53 (FERMATA G),BOLOGNA,686341,930838,"44,505017","11,343108",500,315013160,1.3068051833415442
20,PORTA SAN VITALE,VIALE FILOPANTI 11,BOLOGNA,687470,929700,"44,494487","11,356886",500,315309363,1.3172197553813105
17,PORTA MASCARELLA,VIALE BERTI PICHAT 2/B,BOLOGNA,687258,930502,"44,501757","11,354512",500,315309364,1.3151178377429336
19,PORTA SAN DONATO,VIALE BERTI PICHAT 30,BOLOGNA,687437,930211,"44,499093","11,356656",500,315309368,1.3158997474785885
13,BORGO,VIALE MASINI 58,BOLOGNA,686996,930630,"44,502976","11,351265",500,315309374,1.3076848851170715
12,BORGO,VIALE MASINI 5/3,BOLOGNA,686990,930603,"44,502735","11,35118",500,315309378,1.3053669560271135
9,STAZIONE CENTRALE,PIAZZA MEDAGLIE D`ORO (PENSILINA E),BOLOGNA,686311,930872,"44,50533","11,342743",500,315309381,1.3074022685435607
40570,OSTERIA VECCHIA,VIA GIOVANNI XXIII 4,SAN GIORGIO DI PIANO,688504,946848,"44,648462","11,376156",545,359550456,0.000148424391525608
40574,SAN GIORGIO DI P. GIOVANN,VIA GIOVANNI XXIII FR 17,SAN GIORGIO DI PIANO,688559,947039,"44,650165","11,376919",545,359550457,0.0001772762815496752
44503,SAN GIORGIO GALLIERA CENT,VIA S.P. 4 GALLIERA KM 9+740,SAN GIORGIO DI PIANO,688220,945398,"44,635494","11,372046",545,415304994,0.0012144806956053606
44501,SAN GIORGIO CENTESE PASOL,VIA CENTESE BV SP 4,SAN GIORGIO DI PIANO,688191,945794,"44,639063","11,371825",545,415304999,0.00032269911682504716
40569,SAN GIORGIO DI P. PANZACC,VIA PANZACCHI 3,SAN GIORGIO DI PIANO,688573,946779,"44,647823","11,377",545,512194114,6.0604042768962306e-05
40559,SAN GIORGIO DI P. CIRCONV,VIA IV NOVEMBRE 2,SAN GIORGIO DI PIANO,688604,946514,"44,645431","11,377293",545,512194116,3.0220853722391008e-05
40567,PASOLINI,VIA MASINA FR 30,SAN GIORGIO DI PIANO,688070,945954,"44,640534","11,37036",545,546293043,9.094663270237081e-05
44502,SAN GIORGIO GALLIERA CENT,VIA PROVINCIALE BOLOGNA 9,SAN GIORGIO DI PIANO,688275,945651,"44,637755","11,372831",545,546293047,0.00019822537677759446
40564,MASINA,VIA MASINA FR 3,SAN GIORGIO DI PIANO,688305,945897,"44,63996","11,373299",545,546293050,0.00044975204279741686
40563,MASINA,VIA MASINA 5,SAN GIORGIO DI PIANO,688294,945913,"44,640107","11,373167",545,546293051,0.00048536737632359403
40555,DON MARELLA,VIA GNUDI 1/3,SAN GIORGIO DI PIANO,688344,946249,"44,643116","11,37392",545,546293053,0.0001893620870156186
40580,SAN GIORGIO DI P. CIRCONV,VIA IV NOVEMBRE 12/4,SAN GIORGIO DI PIANO,688575,946480,"44,645133","11,376915",545,546293055,7.08350901749357e-05
40568,SAN GIORGIO DI P. STAZION,VIA ROMA 1,SAN GIORGIO DI PIANO,688722,946663,"44,64674","11,378835",545,546293056,0.0001479624952493398
40562,DON MARELLA,VIA FORLANI 1,SAN GIORGIO DI PIANO,688418,946259,"44,643186","11,374856",545,549193472,6.854815825495688e-05
11230,LIANO POZZO,VIA TANARI 5418,CASTEL SAN PIETRO TERME,702729,916385,"44,370603","11,543425",513,550687423,0.0069673377074748015
11229,LIANO POZZO,VIA TANARI FR 5418,CASTEL SAN PIETRO TERME,702809,916305,"44,369862","11,544397",513,550687425,0.006635849199615687
94534,LA BIANCHINA,VIA IDICE 21,OZZANO DELL`EMILIA,693558,919476,"44,400917","11,429574",511,550687429,7.28195715435213e-05
600396,BOLOGNA VENEZIANI,VIA BOLOGNA 487,FERRARA,705184,965479,"44,811433","11,593784",600,703267820,6.111382822212625e-05
600174,PAVONE ARIANUOVA,VIA DEL PAVONE CIV. 18,FERRARA,707062,969174,"44,844118","11,619015",600,703267821,0.0005318030462510581
600494,PORTA CATENA AGUIARI,VIA PORTA CATENA 41,FERRARA,706411,969469,"44,84696","11,610906",600,703267823,6.435464241227088e-05
600448,VIA DEL CAMPO POLETTI,VIA DEL CAMPO FR 54,FERRARA,706816,966814,"44,822966","11,614945",600,703267824,0.00012142820924346606
600406,BOLOGNA AEROPORTO,VIA BOLOGNA 249,FERRARA,706130,966700,"44,82214","11,60623",600,703267825,0.00018209999999996285
600491,PORTA CATENA VIALE PO,VIA PORTA CATENA 26,FERRARA,706291,969307,"44,845538","11,609323",600,703267826,7.833090067176736e-05
600611,FABBRI,VIA G.FABBRI 225,FERRARA,707072,967110,"44,825554","11,6183",600,703267827,0.00026873574380568136
600467,FACOLTA` DI INGEGNERIA,VIA ARGINE DUCALE,FERRARA,705546,968205,"44,835843","11,59946",600,703267830,0.00010733126291783318
600016,SAN ROCCO MEDAGLIE D`ORO,RPA DI SAN ROCCO F 15,FERRARA,708280,967946,"44,83272","11,633907",600,703267834,0.00031277680540460164
600710,ALFONSO D`ESTE MEDAGLIE D,VIALE ALFONSO I D`ESTE,FERRARA,708199,967766,"44,831125","11,63281",600,703267835,0.0003132357897823513
600182,PORTA MARE ARIOSTEA,CSO PORTA MARE F 8,FERRARA,707545,968945,"44,841918","11,625026",600,703267838,2.325940669768867e-05
600164,CAVOUR GIARDINI,VIA CAVOUR 22,FERRARA,707033,968580,"44,838785","11,618406",600,703267839,0.00028652909101896834
600205,GIOVECCA PARCO PARESCHI,CSO DELLA GIOVECCA 169,FERRARA,707770,968120,"44,834433","11,627533",600,703267841,0.00013599562493040476
600446,BOLOGNA IPPODROMO,VIA BOLOGNA FR 137,FERRARA,706426,967186,"44,826425","11,610168",600,703267842,0.0001253930221346484
600400,BOLOGNA C. COMM.LE IL CAS,VIA BOLOGNA FR 284,FERRARA,705755,966100,"44,816853","11,601249",600,703267843,7.058448838150897e-05
600422,BOLOGNA ARGINE DUCALE,VIA BOLOGNA 90,FERRARA,706663,967505,"44,829225","11,613292",600,703267845,0.00034397658350379857
600495,PORTA CATENA PIAZZALE GIO,VIA PORTA CATENA 96,FERRARA,706548,969621,"44,848287","11,612699",600,703267846,4.264000469129666e-05
600344,BOLDRINI,VLE G.B.BOLDRINI 29,FERRARA,706648,966652,"44,821558","11,612756",600,703267847,0.0002088232985094492
600450,STAZIONE PORTA RENO,VIA FORO BOARIO 13,FERRARA,706151,967012,"44,82494","11,606622",600,703267848,3.085060777465882e-05
600340,VIA DEL CAMPO CIMITERO,VIA DEL CAMPO 36,FERRARA,707080,966735,"44,822179","11,618248",600,703267849,6.905338514728444e-05
600160,CAVOUR ISONZO,VLE CAVOUR 170,FERRARA,706497,968913,"44,841935","11,611767",600,703267850,0.00023771327266231088
600475,STAZIONE,Piazzale della Stazione 22 pensilina B,FERRARA,705890,968972,"44,842641","11,604118",600,703267855,0.0002708236511107703
600392,COLDIRETTI,VIA BOLOGNA 637,CHIESUOL DEL FOSSO,704420,964700,"44,804647","11,583819",600,703267859,0.00029574651307855376
600603,PORTA MARE MORTARA,CSO PORTA MARE 104,FERRARA,708211,968851,"44,840878","11,633406",600,703267860,8.885516304529776e-05
600418,BOLOGNA UNGARELLI,VIA BOLOGNA F126,FERRARA,706566,967367,"44,828012","11,61201",600,703267862,0.00023855995053778453
600393,VENEZIANI CIMAROSA,VIA V.VENEZIANI 32,FERRARA,704878,965973,"44,815963","11,590117",600,703267863,0.00011783284771466547
600170,VIALE XXV APRILE 1,VLE XXV APRILE 77,FERRARA,706914,969560,"44,847632","11,617301",600,703267864,0.00019592205082674522
600155,ISONZO GARIBALDI,CSO ISONZO 91,FERRARA,706530,968564,"44,838787","11,612042",600,703267866,5.8910270750431905e-05
600546,CANAPA PARCO BASSANI,VIA DELLA CANAPA 47,FERRARA,706714,970137,"44,852879","11,615008",600,703267867,7.51553723962795e-05
600320,COMACCHIO BOSCHETTO [623],VIA COMACCHIO 21,FERRARA,708066,966798,"44,822459","11,630733",600,703267869,5.863147618858253e-05
600579,MODENA PRIMO LEVI,VIA MODENA 387,FERRARA,703224,969511,"44,848255","11,570634",600,703267870,0.00010202156634709194
600571,MODENA ERIDANO,VIA MODENA 119,FERRARA,704952,969478,"44,847462","11,592466",600,703267875,9.633073237392154e-05
600204,GIOVECCA MONTEBELLO,CSO DELLA GIOVECCA 112,FERRARA,707540,968268,"44,835831","11,624687",600,703267876,7.497092769781372e-05
600479,PIAVE SAN GIACOMO,CSO PIAVE 53,FERRARA,705943,968780,"44,840899","11,60471",600,703267878,0.0008470300230817763
600388,CHIESUOL DEL FOSSO CHIESA,VIA BOLOGNA FR. 608,CHIESUOL DEL FOSSO,704654,964946,"44,806792","11,586874",600,703267879,6.885179736256112e-05
600190,MORTARA BORSARI,VIA MORTARA 219,FERRARA,708102,968624,"44,838869","11,631935",600,703267881,5.432071428000425e-05
600460,BARLAAM ZAPPATERRA,VIA V.BARLAAM F48,FERRARA,705860,967399,"44,828504","11,603102",600,703267882,8.286259711198631e-05
600929,OSPEDALE DEGENZE,STRADA INTERNA INGRESSO DEGENZE,FERRARA,713166,964436,"44,799711","11,694182",600,703267883,0.0984100784148658
600167,XXV APRILE MIRASOLE,VLE XXV APRILE 12,FERRARA,707077,969584,"44,847801","11,619372",600,703267884,0.00011435178179605148
600542,CANAPA MOTORIZZAZIONE,VIA DELLA CANAPA F62,FERRARA,706596,970629,"44,857338","11,613716",600,703267886,2.1472074887699175e-05
600158,CAVOUR BARRIERA,VLE CAVOUR 210,FERRARA,706341,969013,"44,842879","11,609836",600,703267889,0.00014552295351163993
600578,PONTE MIZZANA,VIA MODENA 176,MIZZANA,704034,969464,"44,8476","11,580855",600,703267890,0.00010723917194822188
600203,GIOVECCA CITTA` DELLA SAL,CSO DELLA GIOVECCA F180,FERRARA,708044,967953,"44,832852","11,630927",600,703267893,5.219818004297995e-05
600018,SAN ROCCO FOSSATO DI MORT,RAMPARI DI SAN ROCCO,FERRARA,708318,968454,"44,837277","11,634596",600,703267896,0.00039165399270278575
600202,GIOVECCA TEATINI,CSO DELLA GIOVECCA 50,FERRARA,707288,968424,"44,837308","11,621565",600,703267897,6.99889276969864e-05
600186,MONTEBELLO BOVELLI,VIA MONTEBELLO 42,FERRARA,707739,968568,"44,838471","11,627324",600,703267901,3.460924731746084e-05
600613,PO OROBONI,VIA PO 50,FERRARA,706096,969268,"44,845244","11,606842",600,703267902,9.755131982846988e-05
600407,BOLOGNA AEROPORTO,VIA BOLOGNA 230,FERRARA,706069,966616,"44,821402","11,605425",600,703267904,0.00038581853247410513
600338,GORETTI FABBRI,VIA C.GORETTI 78,FERRARA,706970,967178,"44,826195","11,617039",600,703267907,5.7697486943541573e-05
600193,PIAZZALE MEDAGLIE D`ORO,PLE DELLE MEDAGLIE D`ORO 205,FERRARA,708181,967868,"44,832047","11,632624",600,703267915,4.915862080707899e-05
600498,MODENA MARCONI (BV. D`ORO,VIA MODENA 15,FERRARA,705570,969388,"44,846475","11,600242",600,703267917,8.68698451698136e-05
600188,PORTA MARE MONTEBELLO,CSO PORTA MARE 35,FERRARA,707776,968921,"44,841635","11,627936",600,703267919,0.00016585454471144232
600410,BOLOGNA FORO BOARIO,VIA BOLOGNA 189,FERRARA,706300,966963,"44,824456","11,608485",600,703267921,8.781440656186639e-05
600395,BOLOGNA VENEZIANI,VIA BOLOGNA F439,FERRARA,705328,965660,"44,813019","11,595676",600,703267923,0.0001282348626545184
600345,BOLDRINI,VLE G.B.BOLDRINI 29,FERRARA,706698,966728,"44,822227","11,613419",600,703267929,0.00013043944955418914
600408,BOLOGNA PESCI,VIA BOLOGNA 231,FERRARA,706216,966838,"44,823356","11,607373",600,703267930,8.757288393102361e-05
600341,VIA DEL CAMPO CIMITERO,VIA DEL CAMPO 29,FERRARA,707128,966784,"44,822606","11,618875",600,703267931,0.00013273029043993714
600476,STAZIONE,Piazzale della Stazione pensilina E,FERRARA,705943,968981,"44,842707","11,604792",600,703267934,6.275770868683663e-05
600573,MEDENA LEGNANO,VIA MARCONI 181,FERRARA,704686,969478,"44,847539","11,589103",600,703267938,0.0004034539874629584
600213,CORSO PORTA RENO,CSO PORTA RENO 44,FERRARA,707064,968144,"44,834855","11,61862",600,703267939,0.00032996605885824326
600139,CHIESUOL DEL FOSSO,VIA BOLOGNA 690,CHIESUOL DEL FOSSO,703969,964545,"44,803382","11,57806",600,703267940,0.00032538091523567805
600604,PORTA MARE MONTEBELLO,CSO PORTA MARE 38,FERRARA,707887,968898,"44,841395","11,62933",600,703267942,0.00015672510966644745
600192,MORTARA DISPENSARIO,VIA MORTARA 59,FERRARA,707943,968190,"44,835012","11,629748",600,703267944,1.797442627615157e-05
600419,BOLOGNA UNGARELLI,VIA BOLOGNA,FERRARA,706510,967303,"44,827453","11,611277",600,703267946,0.0010886124976315938
600399,BOLOGNA EX DAZIO,VIA BOLOGNA 290/A,FERRARA,705670,966001,"44,815987","11,600135",600,703267949,0.00012916075255204877
600631,FABBRI BOLOGNA,VIA FABBRI 13,FERRARA,706769,967513,"44,829266","11,614635",600,703267953,0.00017985063247032365
600347,PESCI,VIA G.PESCI 126,FERRARA,706713,966556,"44,820676","11,613538",600,703267957,0.0006942632713908152
600233,PIANGIPANE RIPAGRANDE,strada PIANGIPANE 129,FERRARA,706574,968317,"44,836553","11,612498",600,703267961,1.244588285433946e-05
600387,CENTRO CONGRESSI,VIA BOLOGNA FR.541,FERRARA,704933,965228,"44,809248","11,590512",600,703267979,0.0007774507701439554
600179,PALAZZO DIAMANTI,VIA B.ROSSETTI 2A,FERRARA,707313,968976,"44,842264","11,622107",600,703267981,0.00030423952734751807
600191,MORTARA BOVELLI,VIA MORTARA 133,FERRARA,708021,968404,"44,836914","11,630821",600,703267982,5.5729704827620335e-05
600458,BARLAAM ZAPPATERRA,VIA V.BARLAAM 74,FERRARA,705824,967434,"44,828829","11,602661",600,703267985,6.865602668492184e-05
600168,XXV APRILE PARTIGIANI,VLE XXV APRILE 141,FERRARA,706775,969574,"44,847798","11,61555",600,703267987,9.211585097039755e-05
600427,PIAZZA KENNEDY,VIA KENNEDY FR.41,FERRARA,706824,967806,"44,831885","11,615449",600,703267988,5.082066509085901e-05
600541,CANAPA MOTORIZZAZIONE,VIA DELLA CANAPA 62,FERRARA,706589,970706,"44,858032","11,613659",600,703267989,8.017680462500393e-05
600206,GIOVECCA PARCO PARESCHI,CSO DELLA GIOVECCA 148,FERRARA,707848,968055,"44,833826","11,628492",600,703267995,8.311738686833286e-05
600215,PIAZZA TRAVAGLIO,CSO PORTA RENO 117,FERRARA,706948,967974,"44,83336","11,617085",600,703267996,0.00010260394729247234
600569,MODENA MARCONI (BV. D`ORO,VIA MODENA,FERRARA,705410,969438,"44,846971","11,598239",600,703267997,0.00017699141222110674
600020,SAN ROCCO FARMACIA,RPA DI SAN ROCCO F 10,FERRARA,708295,968730,"44,839765","11,634418",600,703267998,0.00015490116203573562
600390,CENTRO CONGRESSI,VIA BOLOGNA 541,FERRARA,704948,965240,"44,809351","11,590706",600,703268004,2.2898034849258495e-05
600185,MONTEBELLO BELLARIA,VIA MONTEBELLO 12,FERRARA,707643,968348,"44,836521","11,626021",600,703268006,7.001028495961092e-05
600438,KRASNODAR VERGA,VLE KRASNODAR 21,FERRARA,705958,966521,"44,82058","11,603984",600,703268009,7.836861616610863e-05
600337,GORETTI IPPODROMO,VIA C.GORETTI 52/54,FERRARA,706828,967283,"44,827181","11,615287",600,703268012,8.447538102789376e-05
600465,ARGINE DUCALE,VIA ARGINE DUCALE 284,FERRARA,705894,967992,"44,833827","11,603771",600,703268015,0.00014321316280285483
600575,MIZZANA,VIA MODENA 227,FERRARA,704214,969449,"44,847414","11,583125",600,703268017,0.00010174109297602471
600496,PO PADOVA,VIALE PO FR 33,FERRARA,705635,969457,"44,847077","11,601091",600,703268021,0.0004223835342416409
600189,PORTA MARE MORTARA,VIA MORTARA 303,FERRARA,708174,968827,"44,840673","11,632928",600,703268022,7.874065023549018e-05
600162,CAVOUR P. BERETTA,VLE CAVOUR 102,FERRARA,706850,968693,"44,839854","11,616139",600,703268023,0.0001458007544520727
600397,BOLOGNA ZANDONAI,VIA BOLOGNA F427,FERRARA,705447,965769,"44,813965","11,597224",600,703268026,0.00024772573543858705
600339,FABBRI,VIA G.FABBRI FR 259,FERRARA,707171,967014,"44,824662","11,619512",600,703268032,7.127650384063783e-05
600574,MODENA LEGNANO,VIA MODENA 72,MIZZANA,704695,969482,"44,847572","11,589219",600,703268037,0.00011966127192799854
600181,PORTA MARE ARIOSTEA,CSO PORTA MARE 13,FERRARA,707621,968936,"44,841815","11,625983",600,703268042,0.0001618118042666118
600166,GIARDINI CASTELLO,VLE CAVOUR 15/A,FERRARA,707001,968544,"44,83847","11,617987",600,703268043,0.0006262252070947331
600398,BOLOGNA EX DAZIO,VIA BOLOGNA 405,FERRARA,705587,965871,"44,814842","11,599034",600,703268045,7.545409200284386e-05
600172,PIAZZALE DANTE,PLE DANTE 34,FERRARA,707127,969561,"44,847579","11,619994",600,703268047,0.00013398880550255976
600544,CANAPA SCUOLE,VIA DELLA CANAPA 71,FERRARA,706687,970252,"44,853921","11,614713",600,703268049,3.951328890458523e-05
600348,PESCI,VIA G.PESCI 119,FERRARA,706698,966569,"44,820797","11,613354",600,703268050,8.133019120004513e-05
600161,CAVOUR ISONZO,VLE CAVOUR 185/A,FERRARA,706586,968857,"44,841405","11,612869",600,703268053,6.689469336605474e-05
600153,ISONZO AUTOSTAZIONE,CSO ISONZO 133,FERRARA,706324,968229,"44,835834","11,609302",600,703268054,4.326222370779372e-05
600477,STAZIONE,VIA SAN GIACOMO pensilina I,FERRARA,705874,968917,"44,842151","11,603894",600,703268057,0.00010058096241316982
600214,CORSO PORTA RENO,VIA C.MAYR 19,FERRARA,707097,968202,"44,835367","11,619061",600,703268060,0.00011242602011547601
600384,COLDIRETTI,VIA BOLOGNA 637/B,CHIESUOL DEL FOSSO,704393,964691,"44,804574","11,583474",600,703268063,0.000142317005305239
600928,VENEZIANI CIMAROSA,VIA VENEZIANI N_ 53,FERRARA,704855,965966,"44,815907","11,589824",600,703268067,0.0002181086885015994
600612,FABBRI ANTOLINI,VIA G.FABBRI 99,FERRARA,706906,967351,"44,827769","11,6163",600,703268069,5.0711734344414036e-05
600543,CANAPA SCUOLE,VIA DELLA CANAPA F71,FERRARA,706683,970310,"44,854444","11,614686",600,703268071,0.00010278448326456447
600349,RIVANA,VIA G.PESCI,FERRARA,706857,966474,"44,819897","11,615324",600,703268072,0.00022530264090727366
600580,MODENA PRIMO LEVI,VIA MODENA 232,FERRARA,703312,969502,"44,848149","11,571743",600,703268075,0.00015151343174887164
600570,MODENA DUE ABETI,VIA MODENA 62,FERRARA,705117,969480,"44,847433","11,594552",600,703268078,1.0049875622507966e-05
600389,BOLOGNA LUZZASCHI,VIA BOLOGNA F505,FERRARA,705111,965405,"44,810788","11,592832",600,703268083,0.0001219442905582351
600177,CORSO ROSSETTI PAVONE (OS,CSO B.ROSSETTI CIV. 34,FERRARA,707064,969026,"44,842786","11,61898",600,703268084,0.00011042558580403542
600187,MONTEBELLO BORSARI,VIA MONTEBELLO 58,FERRARA,707820,968790,"44,840444","11,628439",600,703268085,9.278200256500021e-05
600459,BARLAAM GEOMETRI,VIA V.BARLAAM F134,FERRARA,705653,967535,"44,829787","11,600541",600,703268086,0.00048004467500455225
600405,BOLOGNA C. COMM.LE IL CAS,VIA BOLOGNA 274,FERRARA,705835,966239,"44,81808","11,602316",600,703268088,8.186586590153739e-05
600424,DARSENA,VIA DARSENA,FERRARA,706639,967756,"44,831489","11,613091",600,703268090,9.107452991810135e-05
600208,GIOVECCA CITTA` DELLA SAL,CSO DELLA GIOVECCA 200,FERRARA,708114,967894,"44,8323","11,631788",600,703268097,8.181301852350578e-05
600019,SAN ROCCO FOSSATO DI MORT,RPA DI SAN ROCCO 27,FERRARA,708332,968244,"44,835384","11,634686",600,703268100,0.0001627742608649669
600163,CAVOUR P. BERETTA,VIA CAVOUR 45,FERRARA,706871,968679,"44,839722","11,616399",600,703268101,1.356355410727197e-05
600474,VIA TRENTI,VIA S.TRENTI 35,ARGINONE,704542,968660,"44,840224","11,586953",600,725020559,0.000155522506409677
600471,ARGINONE,VIA ARGINONE 227,ARGINONE,704864,968565,"44,839277","11,590985",600,725021138,8.776787567171267e-05
600470,ARGINONE,VIA ARGINONE 162,ARGINONE,704804,968604,"44,839645","11,590242",600,725021182,0.00010991724159581452
600473,CASA CIRCONDARIALE,,FERRARA,704150,968885,"44,84236","11,582089",600,725021203,0.00019955041969356454
600469,ARGINONE GRAMIGNA,VIA ARGINONE 289,ARGINONE,704598,968700,"44,840568","11,587677",600,725021230,0.00016565132055122194
600053,CA COLOMBARA,VIA BASSA 146,FERRARA,708334,961933,"44,778631","11,632128",600,725052443,0.00010255037786235538
600075,POSSESSIONE BOSCHETTO,VIA BASSA 117,FERRARA,709042,961478,"44,774332","11,64088",630,725052445,5.272428283196301e-05
600066,FABBRI CAS,VIA GIUSEPPE FABBRI 482,FERRARA,707971,965748,"44,813044","11,629103",600,725052447,4.41055552023436e-05
600081,CASE GUASTAVILLANA,VIA BASSA 83,FERRARA,708027,962150,"44,780672","11,62834",600,725052454,0.00010090713552531424
600108,VILLA GULINELLI,VIA FRASBALDA,FERRARA,710152,958445,"44,746731","11,653644",630,725052458,4.406960403637398e-05
600079,FOSSANOVA SAN MARCO,VIA BASSA FR 39,FERRARA,707872,962890,"44,787372","11,626685",600,725052466,4.439515739350898e-05
600051,TORRE FOSSA,VIA BASSA FR.13C,TORRE DELLA FOSSA,707561,963474,"44,792714","11,622996",600,725052467,0.0001289601876542173
600084,CA CAMPANELLA,VIA BASSA 331,SANT`EGIDIO,710065,958847,"44,750372","11,652712",630,725052468,6.763682428987289e-05
600086,POSSESSIONE VIGNA,VIA BASSA 153,SANT`EGIDIO,709813,960729,"44,76737","11,650306",630,725052477,7.342159082937327e-05
600073,TORRE FOSSA SAMMARTINA,VIA G.FABBRI 665,FERRARA,707274,963694,"44,794776","11,619461",600,725052479,0.00010957390200391967
600083,GAIBANELLA BASSA,VIA BASSA FR 217,SANT`EGIDIO,710093,960329,"44,763691","11,653675",630,725052483,7.250027586268326e-05
600076,VILLA MELICA,VIA BASSA 109,FERRARA,708753,961753,"44,77689","11,637344",600,725052489,7.319562828481256e-05
600067,CA PUGLIESE,VIA G.FABBRI 536,FERRARA,707938,964708,"44,803701","11,628261",600,725052497,0.0001528398508261223
600106,SAN BARTOLOMEO POSSESSION,VIA FRASBALDA 44/A,SAN BARTOLOMEO IN BOSCO,709553,957698,"44,74019","11,645779",630,725052503,4.9851078219683085e-05
600080,FOSSANOVA SAN BIAGIO,VIA BASSA 65,FERRARA,707912,962465,"44,783538","11,627017",600,725052513,5.93741526246043e-05
600069,FABBRI BETHLEM,VIA G.FABBRI 469,FERRARA,707545,966508,"44,820003","11,624031",600,725052519,0.0001260019444292957
600049,FABBRI IDROVORA,VIA GIUSEPPE FABBRI 576,TORRE DELLA FOSSA,707384,964208,"44,799366","11,621059",600,725052524,8.798602161548948e-05
600058,BORGO PANCALDI,VIA BASSA 304,SANT`EGIDIO,710086,959388,"44,755231","11,653199",630,725052529,8.861337371040413e-05
600107,SAN BARTOLOMEO POSSESSION,VIA FRASBALDA 44,SAN BARTOLOMEO IN BOSCO,709579,957641,"44,73967","11,646083",630,725052538,6.765116406805732e-05
600087,POSSESSIONE LECCIOLE,VIA BASSA 137,FERRARA,709568,960978,"44,769681","11,647315",630,725052539,0.00010084071598239939
600046,FABBRI MOSCONI,VIA GIUSEPPE FABBRI 20 M DOPO 352,FERRARA,707411,966726,"44,822002","11,622427",600,725052546,9.275780290714975e-05
600078,FOSSANOVA SAN BIAGIO,VIA BASSA FR 65,FERRARA,707918,962415,"44,783087","11,627072",600,725052564,1.876725872790577e-05
600082,GAIBANELLA BASSA,VIA BASSA 199,SANT`EGIDIO,710048,960435,"44,764657","11,653151",630,725052577,7.528140540531498e-05
600111,SAN BARTOLOMEO CENTRO SPO,VIA SPINAZZINO 6,SAN BARTOLOMEO IN BOSCO,708735,956692,"44,731383","11,635046",630,725101427,6.636723589446277e-05
600026,SAN BARTOLOMEO - DEPOSITO,VIA MASI 355,SAN BARTOLOMEO IN BOSCO,708210,956306,"44,728064","11,628266",630,725101448,0.0029785500650439207
600062,BORGO VALLONE,VIA SPINAZZINO 138,SAN BARTOLOMEO IN BOSCO,708875,955562,"44,72118","11,636351",630,725101471,3.976581446092473e-05
600061,POSSESSIONE CAMPO POMARO,VIA SPINAZZINO 82,SAN BARTOLOMEO IN BOSCO,708798,955844,"44,723738","11,635495",630,725101473,1.7023806856819194e-05
600063,CASE BARALDI,VIA SPINAZZINO FR. 129,SAN BARTOLOMEO IN BOSCO,708966,955232,"44,718186","11,637364",630,725101484,2.649169681193425e-05
600100,SAN BARTOLOMEO IN BOSCO C,VIA MASI 160,SAN BARTOLOMEO IN BOSCO,708856,956829,"44,732579","11,636629",630,725101485,8.09825289795663e-05
600105,SAN BARTOLOMEO IN BOSCO C,VIA MASI 89,SAN BARTOLOMEO IN BOSCO,709256,957069,"44,73462","11,641774",630,725101504,7.524945182561152e-05
600119,SPINAZZINO LA STANGATA,VIA DELLA CEMBALINA ANG. VIA DELLA STREG,FERRARA,709231,954517,"44,711678","11,640413",630,725101510,0.0001401954350171428
600118,SPINAZZINO,VIA DELLA CEMBALINA FR.141,SPINAZZINO,708513,954301,"44,709945","11,63127",630,725101530,8.137057207933798e-05
600113,CA GAINESA,VIA SPINAZZINO 46,SAN BARTOLOMEO IN BOSCO,708737,956306,"44,727911","11,634914",630,725101534,4.4605492936179204e-05
600104,SAN BARTOLOMEO IN BOSCO S,VIA MASI 116,SAN BARTOLOMEO IN BOSCO,708996,956916,"44,733321","11,638431",630,725101554,7.790641822118278e-05
600102,SAN BARTOLOMEO IN BOSCO M,VIA MASI 8,SAN BARTOLOMEO IN BOSCO,709633,957309,"44,736668","11,646628",630,725101586,0.00012815213615134178
600115,SAN BARTOLOMEO CENTRO SPO,VIA SPINAZZINO 25,SAN BARTOLOMEO IN BOSCO,708781,956538,"44,729984","11,635564",630,725101628,2.0141995929378283e-05
600064,POSSESSIONE GUIARI,VIA SPINAZZINO 236,FERRARA,709342,954866,"44,714784","11,641956",630,725101661,6.34716472155413e-05
600117,SPINAZZINO CONSORZIO,VIA DELLA CEMBALINA 187,SPINAZZINO,708236,954066,"44,707913","11,627681",630,725101676,0.00033320169567529215
600114,CA GAINESA,VIA SPINAZZINO 83,SAN BARTOLOMEO IN BOSCO,708735,956361,"44,728406","11,634911",630,725101677,5.9324615463181386e-05
600101,SAN BARTOLOMEO IN BOSCO C,VIA MASI FR.154,SAN BARTOLOMEO IN BOSCO,708824,956805,"44,732373","11,636215",630,725101697,0.0005759392763127942
600535,BENTIVOGLIO ARGANTE,VIA BENTIVOGLIO 59,PONTELAGOSCURO,705956,971554,"44,865842","11,606",600,728346357,0.0018317799676814258
600488,MONTEDISON P.LE SUD,,FERRARA,705238,970723,"44,858576","11,596585",600,728346362,0.0003511850794080827
600512,SAVONUZZI DE AMICIS,PLE A.SAVONUZZI 54,PONTELAGOSCURO1,705924,972813,"44,877173","11,606107",600,728346365,0.00019870161046185408
