codice,denominazione,ubicazione,comune,coordinata_x,coordinata_y,latitudine,longitudine,codice_zona,osm_id,dist
600268,CALZOLAI PANNONIUS,VIA DEI CALZOLAI 54,FERRARA,708566,969884,"44,850064","11,638317",600,752658349,1.6402743675490082e-05
600502,GALVANI PADOVA,VIA L.GALVANI 11,FERRARA,705744,969864,"44,850705","11,602634",600,752658354,0.0001428227222775402
600252,BORGO PUNTA SUORE,VIA DON G.ZANARDI 157,FERRARA,708725,968958,"44,84169","11,639947",600,752658357,7.822307843431292e-05
600552,ALLENDE MEDINI,VIA S.ALLENDE F137,FERRARA,706190,970271,"44,854236","11,608438",600,752658374,0.00020518489223161755
600609,VIA FAVERO 3,VIA MAFALDA FAVERO 3,FERRARA,708817,968813,"44,840359","11,64105",600,752658380,0.00011294547357012975
600275,CONCA S.MARGHERITA,VIA CONCA 272,MALBORGHETTO DI BOARA,709664,970651,"44,856638","11,652514",600,752658386,0.0001083346666567943
600276,MALBORGHETTO IST. NAVARRA,VIA CONCA 83,FERRARA,709867,970726,"44,857253","11,655112",600,752658405,0.0006484498824118821
600295,POMPOSA LA NAVE,VIA POMPOSA 52,FERRARA,708504,967665,"44,830127","11,636623",600,752658413,9.157696216843118e-05
600555,PICELLI,VIA G.PICELLI 1,FERRARA,706040,970028,"44,852094","11,606443",600,752658424,0.00024889043774351606
600598,AGRIFOGLIO FORMIA,,MALBORGHETTO DI BOARA,709229,971312,"44,86271","11,647287",600,752658454,3.1835200643411746e-05
600294,POMPOSA JUGOSLAVIA,VIA POMPOSA F90,FERRARA,708691,967557,"44,829101","11,638941",600,752658469,0.00017487464081062954
600142,STADIO,CSO PIAVE F 29,FERRARA,706160,968643,"44,839604","11,607397",600,752658475,0.00011987635296314935
600657,PONTEGRADELLA - PASSERELL,FERRARA - FORMIGNANA 137,FERRARA,709727,968175,"44,834354","11,652288",600,760259947,6.957140217115192e-05
600265,VIA PIOPPA - VIA COPPARO,VIA PIOPPA 15,PONTEGRADELLA,710392,969546,"44,846487","11,66126",600,760259962,4.8527930099718874e-05
600267,PONTEGRADELLA,VIA PIOPPA,PONTEGRADELLA,710526,968761,"44,839388","11,662629",600,760259965,8.751285619719966e-05
600855,PONTEGRADELLA CENTRO,VIA PONTEGRADELLA F371,PONTEGRADELLA,710459,968628,"44,838212","11,661727",600,760259994,0.0002554357061974001
600620,CEDRI SAN CONTARDO D`ESTE,VIA DEI CEDRI 26,FERRARA,709100,968048,"44,833397","11,644312",600,760260023,0.00026214814513421576
600621,CEDRI SAN CONTARDO D`ESTE,VIA DEI CEDRI FR. 26,FERRARA,709120,968039,"44,83331","11,644561",600,760260049,0.00023899665269289604
600625,TURCHI,VIA TURCHI GAETANO FR. 2,FERRARA,708743,968053,"44,833546","11,639802",600,760260052,0.00016753674223998627
600590,VIA PONTEGRADELLA ITIS,VIA PONTEGRADELLA 26,FERRARA,708992,967581,"44,829229","11,642755",600,760260074,0.00017421196858736568
600623,VIA DEI CEDRI FR 4,VIA DEI CEDRI FR. 4,FERRARA,708938,968139,"44,834262","11,642302",600,760260089,0.00010592922165255611
600262,PONTEGRADELLA,VIA PIOPPA 148,PONTEGRADELLA,710486,968732,"44,839139","11,662111",600,760260104,0.00016596873199342473
600615,MARI CARETTI,,FERRARA,709389,967555,"44,828878","11,647761",600,760260106,0.0007874385372847678
600264,PIOPPA SCUOLE,VIA PIOPPA 102,PONTEGRADELLA,710484,969036,"44,841873","11,662212",600,760260107,5.152484837392025e-05
600589,VIA PONTEGRADELLA ITIS,VIA PONTEGRADELLA 31,FERRARA,709070,967650,"44,829826","11,643769",600,760260110,0.00022511661422537334
600622,VIA DEI CEDRI 2/A,VIA DEI CEDRI 2-A,FERRARA,708908,968144,"44,834316","11,641925",600,760260121,0.00017607796568430305
600616,MARI CARETTI,,FERRARA,709397,967544,"44,828777","11,647858",600,760260144,0.0011122985300718367
600263,PIOPPA SCUOLE,VIA PIOPPA 109,PONTEGRADELLA,710513,969137,"44,842773","11,66262",600,760260145,8.960111606465364e-05
607032,COPPARO AUTOSTAZIONE,VIA ALDO MORO 17,COPPARO,723029,975054,"44,892162","11,823404",612,760300864,0.00013808797920256396
607022,BERCO,VICOLO PRIMO MAGGIO 227,COPPARO,722682,974972,"44,891533","11,818979",612,760300885,0.00011234918780214449
607065,PRIMICELLO,COPPARO 54,COPPARO,720959,974677,"44,889419","11,797056",612,760300890,9.615326308009761e-05
607001,COPPARO VIALE MORO,V.LE MORO A. 9,COPPARO,722751,975052,"44,892231","11,819887",612,760300906,0.0001039878839109719
607054,COPPARO EX.MAGLIFICIO,COPPARO 29,COPPARO,721525,974679,"44,889261","11,804216",612,760300912,9.497810274044439e-05
607011,COPPARO VIALE MORO,V.LE MORO A. 10,COPPARO,722695,975053,"44,892258","11,819179",612,760300922,0.0001086915360079186
607042,COPPARO EX.MAGLIFICIO,COPPARO F25,COPPARO,721650,974673,"44,889168","11,805795",612,760300931,0.00014616052819021102
600292,PASTA RICCI,VIA POMPOSA,FERRARA,709101,967400,"44,827569","11,644058",600,763109410,0.00012680709759343495
600278,VIA CRISPA 1A [906],,FERRARA,710988,968069,"44,833028","11,66818",600,763109443,9.18719217168539e-05
600670,CASA BIANCA,VIA DEL MARE 296,FERRARA,712394,967435,"44,826909","11,685684",600,763109460,0.00010602122429083404
600289,CASA DI RIPOSO - BIVIO PR,VIA POMPOSA,FERRARA,709928,967366,"44,82702","11,654494",600,763109487,6.950863255148129e-05
600288,VIA PIOPPA - CA CERESA [9,VIA PIOPPA 329,FERRARA,710263,967454,"44,827713","11,658764",600,763109492,3.05941170841609e-05
600279,FOCOMORTO CAPOLINEA [909],,FOCOMORTO,711938,968053,"44,832602","11,680179",600,763109518,0.00016884054607733937
600672,CASA MAGRINI,VIA DEL MARE 314,FERRARA,713653,967498,"44,827099","11,701619",620,763109521,0.00011239292682060518
600673,CASA MAGRINI,VIA DEL MARE 315,FERRARA,713632,967498,"44,827106","11,701353",620,763109575,0.00012992786460338694
600668,LA VIGNA,VIA DEL MARE F278,FERRARA,711935,967372,"44,82648","11,679857",600,763109598,0.0001278649678366002
600282,VIA CRISPA 3A [908],,FOCOMORTO,711878,968058,"44,832665","11,679423",600,763109655,1.5981239000622426e-05
600284,VIA CRISPA 1A [906],,FERRARA,710866,968106,"44,833397","11,666654",600,763109670,4.871242141453282e-05
600285,VIA PIOPPA 2A [905],VIA PIOPPA,FERRARA,710299,967814,"44,830939","11,659368",600,763109715,6.030928618510227e-05
600666,BIVIO FOCOMORTO,VIA DEL MARE F260,FERRARA,711540,967310,"44,826039","11,67484",600,763109733,0.00010615031794560422
600283,VIA CRISPA 2A [907],,FOCOMORTO,711474,968043,"44,83265","11,674311",600,763109768,0.0001116301930484496
600280,VIA CRISPA 2A [907],,FOCOMORTO,711534,968032,"44,832534","11,675065",600,763109888,9.718173696662275e-05
600667,LA VIGNA,VIA DEL MARE 276,FERRARA,711894,967360,"44,826384","11,679334",600,763109914,0.00010569626294229474
600291,PASTA RICCI,VIA POMPOSA,FERRARA,709184,967390,"44,827455","11,645103",600,763109949,0.00019388112337124635
600665,BIVIO FOCOMORTO,VIA DEL MARE 260,FERRARA,711575,967312,"44,826047","11,675284",600,763109956,8.160814910314842e-05
600671,CASA BIANCA,VIA DEL MARE 273,FERRARA,712338,967435,"44,826926","11,684976",600,763110034,0.00011180876530988583
646010,OCCHIOBELLO CENTRO SCARPA,VIA ERIDANIA C/O BERGAMINI PELLE,,705347,976825,"44,913419","11,600436",0,781534254,0.00011483213835861867
646008,OCCHIOBELLO AGIP VIA ERID,VIA ERIDANIA C/O SOMEF (?),,705626,975361,"44,900173","11,603372",0,781534434,0.00012010000000080256
646011,OCCHIOBELLO CENTRO SCARPA,VIA ERIDANIA C/O DALLA VILLA CENTRO SCAR,,705322,976860,"44,913741","11,600133",0,781534584,8.595143977948081e-05
646012,OCCHIOBELLO CENTRO CONGRE,VIA ERIDANIA C/O HOTEL,,704932,977405,"44,918754","11,595418",0,781534701,0.00011668847415376122
646007,S.MARIA MADDALENA BAR CUB,VIA ERIDANIA ANG VIA GRAMSCI,ROVIGO,705927,974788,"44,894933","11,606947",600,781534884,3.809580029497137e-05
646013,OCCHIOBELLO CENTRO CONGRE,VIA ERIDANIA FR HOTEL,,704912,977436,"44,919039","11,595178",0,781534976,0.00011047411461456518
603046,BONDENO TERMINAL,VIALE MATTEOTTI,BONDENO,690450,975030,"44,901425","11,411206",663,784015510,0.00018202335015073066
600802,OFFICINA BONETTI,VIA BECCARI 90,CASAGLIA,700041,975576,"44,903701","11,532788",662,794160050,3.1568338568723336e-05
600787,CAMPO LODI - CASELLO FERR,VIA ERIDANO,FERRARA,703328,971699,"44,867902","11,572826",600,794160053,0.00010745129129224483
600804,LA MOTTA,VIA BECCARI 146 - 200M BV VIA FIORILE,CASAGLIA,699528,975950,"44,907208","11,526443",662,794160061,0.00010768286771775974
603045,BONDENO VIALE MATTEOTTI,VIALE MATTEOTTI GIACOMO 59,BONDENO,690967,973798,"44,890206","11,417285",663,794160074,0.00010421425046206994
603135,PONTI SPAGNA,VIA PER ZERBINATE 126,PONTI SPAGNA,688706,977539,"44,924457","11,390072",667,794160090,0.0013113520732431216
600807,CA VIDARA,VIA BECCARI FR 181,FERRARA,698985,976512,"44,912415","11,519793",662,794160091,6.6708320335414906e-06
600785,DUE PEZZI - OPEL,VIA ERIDANO 22,FERRARA,704398,970141,"44,853584","11,585729",600,794160092,6.48000771597801e-05
600791,LA VOLPE,BONDENO - FERRARA 126,FERRARA,701783,973935,"44,88845","11,554177",662,794160101,0.0001202900660914944
603042,BONDENO EX AUTOSTAZIONE,VIA PIRONI ANTONIO 41,BONDENO,690930,973488,"44,887428","11,4167",663,794160112,8.357134676393848e-05
600799,CASAGLIA SCUOLE,VIA RANUZZI FR 111,CASAGLIA,700651,975311,"44,901145","11,540402",662,794160127,0.00011121425268429658
603136,PONTI SPAGNA,VIA PER ZERBINATE 145,PONTI SPAGNA,688702,977538,"44,924449","11,390021",667,794160129,0.0012597145073387013
600803,OFFICINA BONETTI,VIA BECCARI 37,FERRARA,700086,975464,"44,902681","11,533313",662,794160131,0.0007348146228813033
600798,CASAGLIA SCUOLE,VIA RANUZZI 111,FERRARA,700619,975308,"44,901127","11,539996",662,794160134,9.915644204859255e-05
600790,TRE CASETTE,BONDENO - FERRARA 51,FERRARA,702152,973353,"44,883111","11,558613",662,794160145,4.163904417916158e-05
600801,CASAGLIA,VIA RANUZZI 16,CASAGLIA,700237,975261,"44,900813","11,535143",662,794160158,9.042748475994792e-05
603044,BONDENO VIALE MATTEOTTI,VIALE MATTEOTTI GIACOMO 54,BONDENO,690962,973883,"44,890972","11,417253",663,794160163,5.2703415449355175e-05
600795,CA GUIRINA,BONDENO - FERRARA 79,FERRARA,701618,974097,"44,889954","11,552155",662,794160174,9.223692319271736e-05
600829,BENNET CENTRO COMMERCIALE,VIA GIORGIO STREHLER,MIZZANA,703806,970828,"44,859932","11,578521",600,794160176,0.00015359807941475037
600797,POMPA SAN CRISTOFORO,VIA RANUZZI FR 237,FERRARA,701178,975373,"44,901554","11,547095",662,794160180,0.00015074299320260012
603043,BONDENO EX AUTOSTAZIONE,VIA PIRONI ANTONIO 110,BONDENO,690888,973522,"44,887745","11,416181",663,794160186,3.716517186771376e-05
603132,CROCIALE,VIA PER ZERBINATE 62,CROCIALE,689312,976694,"44,916696","11,397427",663,794160196,0.0041861801251248795
600783,VIA ERIDANO,VIA ERIDANO 2,FERRARA,704711,969655,"44,849123","11,589491",600,794160199,8.511903429755654e-05
600793,CA GUIRINA,BONDENO - FERRARA F79,FERRARA,701600,974119,"44,890157","11,551936",662,794160200,0.00015030013306758697
600789,TRE CASETTE,BONDENO - FERRARA 92,FERRARA,702129,973407,"44,883604","11,558344",662,794160212,9.95040702677267e-05
603133,CROCIALE,VIA PER ZERBINATE 57,BONDENO,689305,976811,"44,91775","11,397383",663,794160214,0.0015766541282085484
600796,POMPA SAN CRISTOFORO,VIA ERIDANO BV RANUZZI,FERRARA,701351,975339,"44,901199","11,54927",662,794160215,0.000226458384695962
600792,LA VOLPE,BONDENO - FERRARA F126,FERRARA,701826,973879,"44,887934","11,554699",662,794160218,4.4275726985831254e-05
603131,VIA GIORDANO BRUNO 43,VIA GIORDANO BRUNO,BONDENO,690917,973817,"44,89039","11,416659",663,794160219,9.366290621302774e-05
603094,SALVATONICA IL CAPITELLO,BONDENO - FERRARA 93,SALVATONICA,693300,977900,"44,926468","11,448369",663,801955594,8.691794981492945e-05
603128,CAPITELLO,VIA PER ZERBINATE 12/F,BONDENO,690019,974545,"44,897178","11,40557",663,801955601,0.0025369284459742167
600827,PORPORANA,VIA PALANTONE 27,PORPORANA,695294,977729,"44,924385","11,473547",662,801955603,3.087798568714272e-05
603040,BONDENO PONTE RANA,VIA VIRGILIANA 20,BONDENO,690544,973475,"44,887414","11,411811",663,801955606,6.448015198385388e-05
603082,GAVELLO,VIA COMUNALE [ GAVELLO ] 71,GAVELLO,681447,976220,"44,914484","11,297693",665,801955615,0.00011349242265313924
603023,BONDENO PONTE MOTTE,BORGO SAN GIOVANNI,BONDENO,691838,973129,"44,883954","11,428051",663,801955617,9.534280256141199e-05
603066,CASETTE PIRETTA,VIA PROVINCIALE [ SCORTICHINO ] 103,SCORTICHINO,685058,972445,"44,879599","11,342024",663,801955624,0.00013869149216782012
622033,BIVIO DIAMANTINA,VIRGILIANA 274,VIGARANO PIEVE,697964,971908,"44,871294","11,505071",660,801955627,0.00016624093960255655
603000,BONDENO - NAPOLEONICO,VIA VIRGILIANA,BONDENO,692317,972281,"44,876198","11,433789",663,801955630,0.0006063265869140066
603055,BELFIORE DI BONDENO,VIA PER SCORTICHINO,BONDENO,689226,972970,"44,883224","11,394947",663,801955635,0.00011902407319705002
603092,VILLA CIPRESSI,VIA COMUNALE [ GAVELLO ] 447,BONDENO,678675,977620,"44,92778","11,263097",665,801955638,9.007341450099465e-05
600819,PONTE ROSSO,VIA CARLO MARTELLI,FERRARA,696709,977946,"44,925946","11,491544",662,801955643,0.00011287594960929355
603050,MAGLIFICIO TASSI,VIALE XX SETTEMBRE 7,BONDENO,690392,973519,"44,887851","11,409904",663,801955646,0.00012504239281192571
603018,LE MURAGLIE - SAMAN,VIA SAN BIAGIO,BONDENO,691840,975048,"44,901213","11,428804",663,801955650,7.347360070274169e-05
603126,CORPUS DOMINI VIA CA BASS,VIA VIRGILIANA,BONDENO,688788,974448,"44,896634","11,389957",663,801955657,0.00015968932337381175
600822,PODERE BOARIA GRANDE,BONDENO - FERRARA 270,FERRARA,696013,977823,"44,925032","11,482685",662,801955659,4.674237905778916e-05
603090,REDENA,VIA COMUNALE [ GAVELLO ] 415,BONDENO,679778,976872,"44,920773","11,276797",665,801955664,0.00011253168442599672
603070,MULINO SCACCHETTI,VIA PROVINCIALE [ SCORTICHINO ] 171,BONDENO,683364,973171,"44,886568","11,320856",665,801955671,8.462068305145632e-05
603101,LA ZANFOGNINA,BONDENO - FERRARA 167,BONDENO,692296,977556,"44,923647","11,435527",663,801955674,3.726499697572782e-05
603079,GAVELLO CIMITERO,VIA COMUNALE,BONDENO,682981,975761,"44,909963","11,316946",665,801955675,0.00010827081785807222
603072,SALVATONICA,BONDENO - FERRARA 71,SALVATONICA,693554,977690,"44,92451","11,451504",663,801955682,8.05186313824349e-05
603020,OSPITALE,VIA SAN BIAGIO,BONDENO,691970,974042,"44,89213","11,430067",663,801955685,4.810259868138279e-05
603067,SCORTICHINO,VIA PROVINCIALE [ SCORTICHINO ] 120,SCORTICHINO,684147,972780,"44,882848","11,330621",663,801955696,0.0001306228923257531
603159,CHIAVICA PONTE CA VERDE,VIA VIRGILIANA 105,BONDENO,685591,977043,"44,920817","11,350452",665,801955700,0.00018696165382094395
603038,BONDENO OSPEDALE,VIA VIRGILIANA,BONDENO,690836,972898,"44,882146","11,415288",663,801955709,0.00016445333684634214
603057,DOSSO ALTO,BONDENO - FINALE EMILIA 105,BONDENO,688047,972592,"44,880137","11,379891",663,801955711,9.120663352941347e-05
600823,PODERE BOARIA GRANDE,BONDENO - FERRARA 287,FERRARA,696056,977854,"44,925299","11,483242",662,801955733,4.07707002633316e-05
603125,BURANA,VIA VIRGILIANA 20,BONDENO,685689,976368,"44,91472","11,351445",665,801955740,0.002551382358641603
600821,PODERE NOVELLE,BONDENO - FERRARA 273,FERRARA,696431,977904,"44,925645","11,488008",662,801955744,7.54483266880437e-05
603087,BORGO FORNA,VIA COMUNALE [ GAVELLO ] 230,BONDENO,680063,976451,"44,916914","11,280256",665,801955745,0.00013377806247623212
603010,BONDENO SCUOLE MEDIE,,BONDENO,689929,973221,"44,885294","11,403935",663,801955748,0.0008775485171758565
603073,CAGNETTO,VIA ARGINE CAGNETTO [ SCORTICHINO ] 37,BONDENO,682653,973658,"44,891131","11,312036",665,801955753,0.00014708704905773277
600825,PORPORANA CHIESA,BONDENO - FERRARA 315,PORPORANA,695557,977676,"44,923835","11,476856",662,801955755,0.00010682083130109202
603062,BORGO PIVA,BONDENO - FINALE EMILIA 37,BONDENO,686354,972491,"44,879674","11,358436",663,801955760,7.140819280610868e-05
603077,LE CHIAVICHE,VIA ARGINE CAGNETTO [ GAVELLO ] 79,BONDENO,683225,975604,"44,908487","11,319978",665,801955780,3.7960242362444156e-05
603049,PONTE RODONI,VIA VIRGILIANA,BONDENO,693551,971501,"44,868848","11,449101",663,801955789,9.711359327987537e-05
603052,PIANO BENZOINI,BONDENO - FINALE EMILIA 34,BONDENO,689652,973164,"44,884856","11,400409",663,801955794,8.628470316365884e-05
600809,RAVALLE CHIESA,BONDENO - FERRARA 220,FERRARA,698378,978126,"44,9271","11,512743",662,801955810,0.00012214569169593823
603059,CASINO DELLE SUORE,BONDENO - FINALE EMILIA 9,BONDENO,687068,972518,"44,87973","11,367479",663,801955816,7.756448929828096e-05
603129,CAPITELLO,VIA PER ZERBINATE FR 12/E,BONDENO,690009,974502,"44,896794","11,405427",663,801955819,0.0020283509878702677
603047,SALVATONICA CHIESA,BONDENO - FERRARA 19,SALVATONICA,693720,977349,"44,921398","11,453475",663,801955821,8.712204083667132e-05
603130,TABACCHERIA SGARBI,,BONDENO,690725,973413,"44,886808","11,414078",663,801955832,0.0004898063801144029
603015,SAN BIAGIO IL PALAZZO - C,BONDENO - FERRARA 94,SAN BIAGIO,691956,976949,"44,918279","11,430993",663,801955837,6.739621650925844e-05
603075,CA ROSSA VIA CHIAVICA,VIA ARGINE CAGNETTO [ GAVELLO ] 61,BONDENO,682747,974169,"44,895703","11,313409",665,801955849,7.199347192555498e-05
603064,CA ALTA,VIA PROVINCIALE,BONDENO,685725,972471,"44,879659","11,350472",663,801955859,0.00014347295912457058
603014,SAN BIAGIO IL PALAZZO,BONDENO - FERRARA 71,SAN BIAGIO,691949,976879,"44,917652","11,430877",663,801955861,8.96465280975234e-05
622035,VIGARANO PIEVE,VIRGILIANA 70,VIGARANO PIEVE,698530,970855,"44,861666","11,511817",660,801955863,8.867271282535729e-05
603001,BONDENO - NAPOLEONICO,VIA VIRGILIANA,BONDENO,692323,972275,"44,876143","11,433863",663,801955871,0.0006280372361576068
603080,LA FORNETTA,VIA COMUNALE [ GAVELLO ] 28,BONDENO,682006,976123,"44,913469","11,304735",665,801955885,8.202255787116344e-05
603127,CORPUS DOMINI VIA CA BASS,VIA VIRGILIANA,BONDENO,688757,974457,"44,896723","11,389568",663,801955893,0.00017571809809851594
600818,PONTE ROSSO,VIA CARLO MARTELLI,FERRARA,696681,977956,"44,926043","11,491193",662,801955895,0.00012110037159201043
603069,MULINO SCACCHETTI,VIA PROVINCIALE [ SCORTICHINO ] 156,BONDENO,683294,973208,"44,886918","11,319984",665,801955906,0.0002505050298894574
603024,LA STALLA,BONDENO - FERRARA 247,BONDENO,694459,977563,"44,923121","11,462912",663,801955908,0.00010971326264376538
603036,SALVATONICA CHIESA,BONDENO - FERRARA F13,SALVATONICA,693762,977319,"44,921117","11,453995",663,801955925,0.00013054688812731683
603025,BONDENO VIA BORGATTI,VIA BORGATTI TENENTE MARIANO 54,BONDENO,691432,972773,"44,880862","11,422781",663,801955931,7.046651687156756e-05
603065,CASETTE PIRETTA,VIA PROVINCIALE [ SCORTICHINO ] 44,SCORTICHINO,685027,972448,"44,879634","11,341633",663,801955940,0.00017818961810056052
603056,DOSSO ALTO,BONDENO - FINALE EMILIA 110,BONDENO,688021,972589,"44,880117","11,379561",663,801955959,0.00011012597332271906
603085,GAVELLO CONSORZIO,VIA COMUNALE [ GAVELLO ] 134,BONDENO,680569,976356,"44,915931","11,286627",665,801955979,0.00015975697168100223
603009,LA ZANFOGNINA - IURLO,BONDENO - FERRARA 164,BONDENO,692340,977589,"44,923932","11,436097",663,801955982,5.1488445303897115e-05
603011,BONDENO CAMPO SPORTIVO,VIA XX SETTEMBRE 78,BONDENO,690031,973348,"44,886409","11,405273",663,801955987,0.00010502690131621853
603124,BURANA,VIA VIRGILIANA 25,BURANA,685682,976377,"44,914802","11,35136",665,801955997,0.0020668562044759
603012,BONDENO CAMPO SPORTIVO,VIA XX SETTEMBRE F 1,BONDENO,689986,973322,"44,886187","11,404694",663,801956009,0.0001352358310507383
603008,LA STALLA,BONDENO - FERRARA F247,BONDENO,694415,977561,"44,923115","11,462354",663,801956024,9.00926745049463e-05
603061,BORGO PIVA,VIA PROVINCIALE [ OSPITALE ] 18,BONDENO,686288,972496,"44,879736","11,357603",663,801956026,0.0002598658307674324
603086,GAVELLO CONSORZIO,VIA COMUNALE [ GAVELLO ] 355,GAVELLO,680628,976348,"44,915844","11,287371",665,801956029,0.0001191151543666926
603068,SCORTICHINO,VIA PROVINCIALE [ SCORTICHINO ] 151,SCORTICHINO,684184,972755,"44,882614","11,33108",663,801956064,4.723663832489252e-05
603158,FONDO ROSSETTE,VIA VIRGILIANA 122-134,BONDENO,685053,977623,"44,926174","11,343853",665,801956066,0.000949480331547385
603083,SALVATONICA IL CAPITELLO,BONDENO - FERRARA 86,SALVATONICA,693246,977928,"44,926735","11,447696",663,801956077,0.00015427773656661914
603058,CASINO DELLE SUORE,BONDENO - FINALE EMILIA 8,BONDENO,687036,972522,"44,879774","11,367075",663,801956082,0.00013601724155425018
603016,SAN BIAGIO DI BONDENO,BONDENO - FERRARA 57,SAN BIAGIO,691938,976684,"44,915901","11,430664",663,801956083,7.068840074625608e-05
603078,GAVELLO CIMITERO,VIA COMUNALE,BONDENO,682960,975768,"44,910031","11,316683",665,801956111,0.00013267256687153603
603026,BONDENO VIA BORGATTI,VIA BORGATTI TENENTE MARIANO F54,BONDENO,691455,972797,"44,881072","11,423081",663,801956115,3.684195977003365e-05
603017,SAN BIAGIO DI BONDENO,BONDENO - FERRARA 36,SAN BIAGIO,691948,976726,"44,916276","11,430807",663,801956135,5.9975995199474934e-05
603053,PIANO BENZOINI,BONDENO - FINALE EMILIA 47,BONDENO,689688,973176,"44,884954","11,400869",663,801956143,0.00011971319893733973
611004,LAGOSANTO CENTRO,,LAGOSANTO,748636,961827,"44,764766","12,140762",628,825928791,0.0003993059979518441
611036,VIA GIOVANNI XXIII [212],VIA GIOVANNI XXIII 47,LAGOSANTO,748076,962372,"44,76986","12,133962",628,825928805,0.0034853839788482337
611033,LAGOSANTO AL PONTE [128**,VIA SPINA N.28,LAGOSANTO,748618,961572,"44,762481","12,140411",628,825928882,4.948989795729284e-05
611037,VIA GIOVANNI XXIII [104],VIA GIOVANNI XXIII 38,LAGOSANTO,748249,962184,"44,76811","12,136053",628,825928951,0.0001204380338602416
600782,TORRE UCCELLINO,VIA POGGIO RENATICO 88,FERRARA,702597,962420,"44,784663","11,559883",647,923948530,0.00011615067799981256
604040,CENTO BILLA,VIA FERRARESE 32,CENTO,681863,957166,"44,742989","11,296141",650,923948533,3.618079601158723e-05
621008,DOSSO,DI SAN MATTEO DELLA DECIMA 374,DOSSO,685030,960089,"44,768468","11,337172",650,923948542,8.988670647288055e-05
621021,SANT`AGOSTINO CONTEA,DI SAN MATTEO DELLA DECIMA 106,SANT`AGOSTINO,689494,962979,"44,793291","11,394611",661,923948543,8.551847753462154e-05
600711,MONTALBANO,PORRETTANA 1030,FERRARA,703901,959186,"44,755207","11,575056",643,923948545,3.68456238918958e-05
600767,CA RINALDA,VIA CATENA 35,FONDO RENO,701815,967345,"44,829176","11,551961",600,923948546,0.00020323818538894758
622024,BIVIO STRADA PODERALE,VIA CORONELLA 32,VIGARANO MAINARDA,698972,966202,"44,819696","11,515584",647,923948550,0.00011520368917739172
600757,VIA ARGINONE,VIA ARGINONE F224,FERRARA,703931,968918,"44,84272","11,579334",600,923948554,0.00010256948864259558
600305,AGUSCELLO CHIESA [616],VIA A.RICCIARELLI 59,FERRARA,710464,965356,"44,808787","11,660435",600,923948555,0.00011941846590468252
621003,CERAMICHE SANT`AGOSTINO,DI SAN MATTEO DELLA DECIMA 249,SANT`AGOSTINO,687558,962530,"44,789764","11,36999",661,923948562,5.294988196485448e-05
616002,MIRABELLO CIMITERO,CORSO ITALIA 454,MIRABELLO,694333,966412,"44,822865","11,457043",661,923948563,6.814873439803225e-05
600628,VIA AEROPORTO 2/B,VIA DELL`AEROPORTO 2/B,FERRARA,706123,966586,"44,821117","11,606095",600,923948564,3.537470847886568e-05
600778,PODERE SORRISO,VIA LADINO 303,FERRARA,699961,966684,"44,823754","11,52827",647,923948574,0.00010764757312797777
600764,HOTEL CATENA,VIA CATENA 56,FONDO RENO,702119,967908,"44,834153","11,556027",600,923948579,3.333481663232131e-05
616005,PRADINE,Corso Italia Fr 520,MIRABELLO,693630,965769,"44,817274","11,447914",661,923948584,0.00010123561626140889
618007,PODERE SAN LEA,VIA CORONELLA 201,POGGIO RENATICO,698624,963145,"44,7923","11,509993",647,923948590,9.848294268534027e-05
600304,VIA RICCIARELLI 1A [614],VIA A.RICCIARELLI CIV. N. 8,FERRARA,709619,966378,"44,818226","11,650182",600,923948595,6.060775527964164e-05
673017,PEGOLA,VIA NAZIONALE 224,PEGOLA,698140,951286,"44,685778","11,499278",542,923948604,7.290061728273676e-05
673025,MALALBERGO ROSSELLI,VIA NAZIONALE,MALALBERGO,700498,954969,"44,718245","11,530449",643,923948607,9.61624666886296e-05
622013,CORTE MANFREDINI,VIA MADONNA BOSCHI 19,VIGARANO MAINARDA,698050,966598,"44,823515","11,504088",647,923948608,9.413872742015917e-05
618006,PODERE SAN LEA,VIA CORONELLA F203,POGGIO RENATICO,698602,963096,"44,791866","11,509696",647,923948611,4.691918584227107e-05
622041,BORGO FRATTINA,Via Cento 408,VIGARANO MAINARDA,695423,967523,"44,832559","11,471245",660,923948615,0.00012733491272994997
600758,VIA CATENA,VIA CATENA F11,FERRARA,702890,968630,"44,840427","11,56606",600,923948619,0.00012748133196815146
618025,PONTE DI MEZZO,DI POGGIORENATICO 9,POGGIO RENATICO,699324,960978,"44,772616","11,517986",647,923948626,0.0002057297742181457
604030,CORPORENO CHIESA,DI SAN MATTEO DELLA DECIMA 32,CORPO RENO,682783,958560,"44,755293","11,308252",650,923948629,8.390053635101371e-05
621019,SAN CARLO CIMITERO,DI SAN MATTEO DELLA DECIMA 98,SANT`AGOSTINO,689965,963341,"44,796422","11,400695",661,923948630,8.302927194721383e-05
600780,FORNACE,VIA LADINO 319,FERRARA,699650,966715,"44,82412","11,524353",647,923948639,9.840858702431625e-05
621000,SAN CARLO,DI SAN MATTEO DELLA DECIMA 62,SAN CARLO,690885,963869,"44,800925","11,412515",661,923948647,0.00015658968675962703
600924,CORTE LOBERTI,VIA CORONELLA 14,VIGARANO MAINARDA,699242,966864,"44,825575","11,519255",647,923948654,7.693321779360924e-05
