1493;TECNICA NORD;VIA TECNICA NORD 29;SAN LAZZARO DI SAVENA;693432;927168;44,470138;11,430862;501
1495;TECNICA EST;VIA TECNICA EST 53;SAN LAZZARO DI SAVENA;693555;926938;44,468036;11,432321;501
1497;REMIGIA II;VIA REMIGIA DOPO PASSO CARRABILE DEL CIV;SAN LAZZARO DI SAVENA;693285;926826;44,467101;11,428888;501
1499;REMIGIA I;VIA REMIGIA 50 MT DOPO VIA EMILIA;SAN LAZZARO DI SAVENA;693093;926512;44,464328;11,426359;501
1501;SAN LAZZARO POGGI;VIA EMILIA 230;SAN LAZZARO DI SAVENA;692139;926910;44,468163;11,414524;501
1502;SAN LAZZARO JUSSI;VIA EMILIA 245;SAN LAZZARO DI SAVENA;692002;927005;44,469054;11,412838;501
1503;CICOGNA;VIA EMILIA 282;SAN LAZZARO DI SAVENA;693102;926448;44,46375;11,426448;501
1504;CICOGNA;VIA EMILIA FR 280;SAN LAZZARO DI SAVENA;693022;926503;44,464266;11,425464;501
1505;SAN LAZZARO CIMITERO;VIA EMILIA 294;SAN LAZZARO DI SAVENA;693415;926281;44,462164;11,430317;501
1506;SAN LAZZARO CIMITERO;VIA EMILIA FR 294;SAN LAZZARO DI SAVENA;693398;926312;44,462448;11,430115;501
1507;SAN LAZZARO CIMITERO;VIA VERNIZZA FR CIMITERO;SAN LAZZARO DI SAVENA;693425;926116;44,460677;11,430381;501
1508;SAN LAZZARO CIMITERO;VIA VERNIZZA LATO CIMITERO;SAN LAZZARO DI SAVENA;693415;926120;44,460716;11,430257;501
1601;SAN LAZZARO RIMEMBRANZE;VIA RIMEMBRANZE FR 6/A;SAN LAZZARO DI SAVENA;691547;927152;44,470497;11,407178;501
1602;CASELLE GRAMSCI;VIA CASELLE 40 MT PRIMA DI VIA GRAMSCI;SAN LAZZARO DI SAVENA;691811;927246;44,471272;11,410529;501
1603;CASELLE GRAMSCI;VIA CASELLE 50 MT DOPO VIA GRAMSCI;SAN LAZZARO DI SAVENA;691832;927236;44,471177;11,410789;501
1604;CASELLE SPERANZA;VIA CASELLE CAMPO SPORTIVO;SAN LAZZARO DI SAVENA;692042;927512;44,473604;11,413529;501
1605;CASELLE SPERANZA;VIA CASELLE FRONTE CAMPO SPORTIVO;SAN LAZZARO DI SAVENA;692056;927507;44,473555;11,413703;501
1606;CASELLE CA` RICCHI;VIA CASELLE 51;SAN LAZZARO DI SAVENA;692218;927793;44,476084;11,415844;501
