X,Y,codice,denominazi,ubicazione,comune
11.191765,44.500827,60546,PONTE RONCA,VIA RISORGIMENTO 275/B,PONTE RONCA
11.191371,44.502059,60548,PONTE RONCA STAZIONE,VIA GIOTTO,PONTE RONCA
11.18177,44.504665,60549,SAN MARTINO BIVIO,VIA RISORGIMENTO 442,ZOLA PREDOSA
11.180577,44.505048,60550,SAN MARTINO BIVIO,VIA PROVINCIALE KM 34+230,ZOLA PREDOSA
11.172515,44.507128,60553,CHIESA NUOVA,VIA PROVINCIALE 12,CRESPELLANO
11.171943,44.507328,60554,CHIESA NUOVA,VIA PROVINCIALE FR 12,MONTE SAN PIETRO
11.167802,44.508965,60555,STAZIONE VIA LUNGA,VIA PROVINCIALE EX SP 569,CRESPELLANO
11.167938,44.508881,60556,STAZIONE VIA LUNGA,VIA PROVINCIALE EX SP 569,MONTE SAN PIETRO
11.164979,44.509513,60565,VIA LUNGA BIVIO,VIA PROVINCIALE FR 29,CRESPELLANO
11.164637,44.509439,60566,VIA LUNGA BIVIO,VIA PROVINCIALE 29,CRESPELLANO
11.157536,44.51033,60569,VILLA BANZI,VIA PROVINCIALE KM 32+340,CRESPELLANO
11.156951,44.510152,60570,VILLA BANZI,VIA PROVINCIALE 72,CRESPELLANO
11.145348,44.510407,60573,OPPIO,VIA PROVINCIALE 119,CRESPELLANO
11.148898,44.510448,60574,OPPIO,VIA PROVINCIALE FR 97/C,CRESPELLANO
11.136821,44.510828,60577,PRAGATTO,VIA PROVINCIALE 180,CRESPELLANO
11.137092,44.510661,60578,PRAGATTO,VIA PROVINCIALE 175,CRESPELLANO
11.127589,44.51263,60581,CRESPELLANO,VIA PROVINCIALE FR 232,CRESPELLANO
11.128722,44.512285,60582,CRESPELLANO,VIA PROVINCIALE 220,CRESPELLANO
11.109853,44.509593,60585,MUFFA,VIA PROVINCIALE FR 312,MUFFA
11.110114,44.509498,60586,MUFFA,VIA PROVINCIALE 312,MUFFA
11.094561,44.505905,60589,BAZZANO SIRENA,VIA PROVINCIALE EST 8,BAZZANO
11.094368,44.505801,60590,BAZZANO SIRENA,VIA PROVINCIALE EST 67,BAZZANO
11.084561,44.506647,60593,BAZZANO CIRC. NORD PERTIN,VIA CIRCONVALLAZIONE NORD FR 97,BAZZANO
11.083909,44.507073,60594,BAZZANO CIRC. NORD PERTIN,VIA CIRCONVALLAZIONE NORD 61,BAZZANO
11.078668,44.508258,60596,BAZZANO STAZIONE,VIA GRAMSCI,BAZZANO
11.07767,44.50815,60597,BAZZANO STAZIONE,VIA PROVINCIALE OVEST 1,BAZZANO
11.078795,44.508669,60598,BAZZANO STAZIONE,VIA PROVINCIALE OVEST FR 1,BAZZANO
11.079002,44.508819,60599,BAZZANO STAZIONE,VIA PROVINCIALE OVEST,BAZZANO
11.072104,44.505505,60601,BAZZANO ROVERI,VIA PROVINCIALE OVEST 7,BAZZANO
11.071579,44.505254,60602,BAZZANO ROVERI,VIA PROVINCIALE OVEST FR 7,BAZZANO
11.064581,44.503364,60605,CONFINE,VIA CLAUDIA 1,SAVIGNANO SUL PANARO
11.064931,44.503313,60606,CONFINE,VIA CLAUDIA FR 1,BAZZANO
11.056163,44.500077,60610,PRA MARTINO,VIA CLAUDIA 847,SAVIGNANO SUL PANARO
11.042803,44.489623,60613,SAVIGNANO S/PANARO MULINO,VIA CLAUDIA FR MICHELANGELO,MULINO
11.045479,44.492419,60614,SAVIGNANO S/PANARO MULINO,VIA CLAUDIA 2059,MULINO
11.034068,44.48002,60617,SAVIGNANO SUL PANARO,VIA CLAUDIA 3967,SAVIGNANO SUL PANARO
11.034384,44.48005,60618,SAVIGNANO SUL PANARO,VIA CLAUDIA 3803/A,SAVIGNANO SUL PANARO
11.0322,44.477262,60621,DOCCIA,VIA CLAUDIA 4170,SAVIGNANO SUL PANARO
11.030882,44.475539,60622,DOCCIA,VIA CLAUDIA 4353,SAVIGNANO SUL PANARO
11.021866,44.469686,60625,SERRAVALLE BIVIO,VIA CLAUDIA FR 5183,SAVIGNANO SUL PANARO
11.022289,44.469561,60626,SERRAVALLE BIVIO,VIA CLAUDIA 5183,FORMICA
11.016193,44.466672,60629,FORMICA BIVIO ZOCCA,VIA CLAUDIA 5972,FORMICA
11.015711,44.466185,60630,FORMICA BIVIO ZOCCA,VIA CLAUDIA 6000/A,FORMICA
11.010097,44.47038,60633,FORMICA,VIA TAVONI 590,FORMICA
11.00946,44.471238,60634,FORMICA,VIA TAVONI 703,FORMICA
11.010579,44.478177,60637,VIGNOLA,CORSO ITALIA 70,VIGNOLA
11.009222,44.478228,60638,VIGNOLA,CORSO ITALIA 13,VIGNOLA
11.005418,44.477647,60641,VIGNOLA SCUOLE BAROZZI,VIALE VITTORIO VENETO FR 114,VIGNOLA
11.006052,44.477438,60642,VIGNOLA SCUOLE BAROZZI,VIALE VITTORIO VENETO 4,VIGNOLA
10.997659,44.478737,60645,VIGNOLA VITTORIO VENETO,VIALE VITTORIO VENETO 677,VIGNOLA
10.997004,44.478704,60646,VIGNOLA VITTORIO VENETO,VIALE VITTORIO VENETO 758,VIGNOLA
10.996254,44.485478,60650,VIGNOLA TERMINAL,VIA MONTANARA 692,VIGNOLA
11.268094,44.484263,61503,MERIDIANA IST.SALVEMINI,VIA ALDO MORO,CASALECCHIO DI RENO
11.267909,44.484365,61504,MERIDIANA IST.SALVEMINI,VIA ALDO MORO,CASALECCHIO DI RENO
11.263554,44.483939,61505,CERETOLO LAVORO,VIA DEL LAVORO FR 47,CASALECCHIO DI RENO
11.263273,44.483818,61506,CERETOLO LAVORO,VIA DEL LAVORO 47,CASALECCHIO DI RENO
11.265207,44.484068,61507,CASALECCHIO MORO,VIA ALDO MORO (INCROCIO LAVORO),CASALECCHIO DI RENO
11.26463,44.484431,61508,CASALECCHIO MORO,VIA ALDO MORO (INCROCIO LAVORO),CASALECCHIO DI RENO
11.261626,44.488055,61509,Z.I. CASAL. PARINI,VIA DEL LAVORO FR 59,CASALECCHIO DI RENO
11.261282,44.487936,61510,Z.I. CASAL. PARINI,VIA DEL LAVORO FR 68,CASALECCHIO DI RENO
11.257335,44.488969,61513,Z.I. CASAL. BIZZARRI,VIA DEL LAVORO FR 71,CASALECCHIO DI RENO
11.256807,44.488979,61514,Z.I. CASAL. BIZZARRI,VIA DEL LAVORO 71,CASALECCHIO DI RENO
11.253122,44.484083,61515,CASALECCHIO COPPI,VIA COPPI FR P.FS 19,CASALECCHIO DI RENO
11.252101,44.490216,61517,Z.I. CASAL. CADUTI R.E.,VIA DEL LAVORO FR 93,CASALECCHIO DI RENO
11.252058,44.49009,61518,Z.I. CASAL. CADUTI R.E.,VIA DEL LAVORO 93,CASALECCHIO DI RENO
11.249368,44.485867,61519,CASALECCHIO PALASPORT,VIA CERVI FR INGRESSO 10,CASALECCHIO DI RENO
11.249964,44.49123,61521,Z.I. CASAL. DUE GIUGNO 19,VIA DEL LAVORO 106,CASALECCHIO DI RENO
11.249431,44.49143,61522,Z.I. CASAL. DUE GIUGNO 19,VIA DEL LAVORO 97,CASALECCHIO DI RENO
11.250229,44.494187,61525,Z.I. ZOLA PREDOSA MATTEI,VIA BRODOLINI 10,ZOLA PREDOSA
11.250307,44.49459,61526,Z.I. ZOLA PREDOSA MATTEI,VIA BRODOLINI 50 MT PRIMA FR 8,ZOLA PREDOSA
11.251593,44.496311,61529,Z.I. ZOLA PREDOSA BRODOLI,VIA BRODOLINI 20,ZOLA PREDOSA
11.251674,44.49676,61530,Z.I. ZOLA PREDOSA BRODOLI,VIA BRODOLINI FR 22,ZOLA PREDOSA
11.248207,44.496567,61533,Z.I. ZOLA PREDOSA CURIEL,VIA ROMA 35,BOLOGNA
11.248355,44.496483,61534,Z.I. ZOLA PREDOSA CURIEL,VIA ROMA FR 35,ZOLA PREDOSA
11.243768,44.49561,61537,Z.I. ZOLA PREDOSA GAGLIAN,VIA ROMA 71-69,ZOLA PREDOSA
11.243929,44.495535,61538,Z.I. ZOLA PREDOSA GAGLIAN,VIA ROMA FR 71-69,ZOLA PREDOSA
11.241201,44.494932,61541,Z.I. ZOLA PREDOSA PIEMONT,VIA ROMA FR 48/A,ZOLA PREDOSA
11.241986,44.495069,61542,Z.I. ZOLA PREDOSA PIEMONT,VIA ROMA 48,ZOLA PREDOSA
11.234653,44.493404,61545,Z.I. ZOLA PREDOSA ROMA,VIA ROMA FR 38,ZOLA PREDOSA
11.234342,44.493167,61546,Z.I. ZOLA PREDOSA ROMA,VIA ROMA 36/A,ZOLA PREDOSA
11.237423,44.510914,62001,RIGOSA CHIESA,VIA RIGOSA 13,BOLOGNA
11.237906,44.51103,62002,RIGOSA CHIESA,VIA RIGOSA FR 13,BOLOGNA
11.233516,44.505796,62005,ZOLA PREDOSA RIGOSA,VIA RIGOSA FR 44,ZOLA PREDOSA
11.233995,44.506147,62006,ZOLA PREDOSA RIGOSA,VIA RIGOSA 44/A-48/A,ZOLA PREDOSA
11.23152,44.502612,62009,ZOLA PREDOSA MASETTI,VIA RIGOSA 43/1,ZOLA PREDOSA
11.231674,44.502672,62010,ZOLA PREDOSA MASETTI,VIA RIGOSA 34,ZOLA PREDOSA
11.228566,44.494748,62013,ZOLA PREDOSA PONTE AUTOST,VIA RIGOSA 21,ZOLA PREDOSA
11.228527,44.494388,62014,ZOLA PREDOSA PONTE AUTOST,VIA RIGOSA FR 21/B,ZOLA PREDOSA
11.240866,44.495046,62052,Z.I. ZOLA PREDOSA PIEMONT,VIA PIEMONTE Km.0+045,ZOLA PREDOSA
11.240728,44.495058,62053,Z.I. ZOLA PREDOSA PIEMONT,VIA PIEMONTE Km.0+534,ZOLA PREDOSA
11.238698,44.495908,62056,Z.I. ZOLA PREDOSA NANNETT,VIA NANNETTI FR 1,ZOLA PREDOSA
11.238657,44.495828,62057,Z.I. ZOLA PREDOSA NANNETT,VIA NANNETTI 1,ZOLA PREDOSA
11.236372,44.496917,62060,Z.I. ZOLA PREDOSA ROSSELL,VIA ROSSELLI FR 4,ZOLA PREDOSA
11.236247,44.496947,62061,Z.I. ZOLA PREDOSA ROSSELL,VIA ROSSELLI,ZOLA PREDOSA
11.237938,44.499713,62064,Z.I. ZOLA PREDOSA CALARI,VIA CALARI FR 1,ZOLA PREDOSA
11.237776,44.499753,62065,Z.I. ZOLA PREDOSA CALARI,VIA CALARI 1,ZOLA PREDOSA
11.235764,44.500746,62068,Z.I. ZOLA PREDOSA MASETTI,VIA MASETTI,ZOLA PREDOSA
11.235709,44.500639,62069,Z.I. ZOLA PREDOSA MASETTI,VIA MASETTI 12,ZOLA PREDOSA
11.226473,44.487343,62501,PILASTRINO DI ZOLA,VIA GARIBALDI 2,ZOLA PREDOSA
11.226518,44.486865,62502,PILASTRINO DI ZOLA,VIA GARIBALDI 40 METRI PRIMA FR 2,ZOLA PREDOSA
11.225045,44.484832,62505,ZOLA PREDOSA CIMITERO,VIA GARIBALDI FR CIMITERO,ZOLA PREDOSA
11.225145,44.484831,62506,ZOLA PREDOSA CIMITERO,VIA GARIBALDI ANG. CIMITERO,ZOLA PREDOSA
11.223498,44.479533,62509,GESSO CHIESA,VIA GARIBALDI FR 35/A,ZOLA PREDOSA
11.223623,44.479522,62510,GESSO CHIESA,VIA GARIBALDI 35/A,GESSO
11.221515,44.477654,62513,GESSO FINELLI,VIA GESSO FR 125,ZOLA PREDOSA
11.221549,44.477555,62514,GESSO FINELLI,VIA GESSO 125,ZOLA PREDOSA
11.210675,44.47295,62517,GESSI,VIA GESSO FR 159,ZOLA PREDOSA
11.211107,44.473067,62518,GESSI,VIA GESSO 159/2,ZOLA PREDOSA
11.202559,44.468786,62521,RIVABELLA,VIA GESSO FR 193,RIVABELLA
11.203764,44.469392,62522,RIVABELLA,VIA GESSO 10 MT DOPO P.L. 10059,RIVABELLA
11.198623,44.464396,62525,PONTE RIVABELLA,VIA LAVINO 9,CALDERINO
11.198342,44.463627,62526,PONTE RIVABELLA,VIA LAVINO 6,CALDERINO
11.199887,44.467928,62527,MONTE SAN PIETRO GULLINI,VIA GULLINI,CALDERINO
11.198653,44.461182,62529,CALDERINO USL,VIA LAVINO 19/A,CALDERINO
11.19861,44.461714,62530,CALDERINO USL,VIA LAVINO FR 17,CALDERINO
11.199833,44.457792,62533,CALDERINO COMUNE,VIA LAVINO FR 28/3,CALDERINO
11.200009,44.457789,62534,CALDERINO COMUNE,VIA LAVINO 24,CALDERINO
11.196867,44.454455,62537,CALDERINO,VIA LAVINO FR 68,CALDERINO
11.196848,44.454294,62538,CALDERINO,VIA LAVINO FR 83/A,CALDERINO
11.194648,44.451599,62541,PONTE PRAMARANO,VIA LAVINO FR 104,CALDERINO
11.194736,44.451579,62542,PONTE PRAMARANO,VIA LAVINO 104,CALDERINO
11.192634,44.448811,62545,CALDERINO ORBI,VIA LAVINO 189,CALDERINO
11.193087,44.449171,62546,CALDERINO ORBI,VIA LAVINO FR 189/B,CALDERINO
11.188265,44.445258,62549,CALDERINO ZONA IND.LE,VIA LAVINO 209/A,CALDERINO
11.188352,44.445211,62550,CALDERINO ZONA IND.LE,VIA LAVINO FR 209/A,MONTE SAN PIETRO
11.184754,44.444119,62552,ZONA INDUSTRIALE BACCHELL,VIA BACCHELLO 11,CALDERINO
11.180895,44.440025,62553,RIO TRADITO,VIA LAVINO 239/B,GORIZIA
11.180982,44.440014,62554,RIO TRADITO,VIA LAVINO FR 239/B,MONTE SAN PIETRO
11.176817,44.430722,62557,CASA LUNGA,VIA LAVINO KM 13,MONTE SAN PIETRO
11.176893,44.43072,62558,CASA LUNGA,VIA LAVINO KM 13,MONTE SAN PIETRO
11.173736,44.42555,62561,COLOMBARA DEPURATORE,VIA LAVINO KM 13+600,MONTE SAN PIETRO
11.174991,44.427543,62562,COLOMBARA DEPURATORE,VIA LAVINO FR MARZABOTTO,MONTE SAN PIETRO
11.173241,44.42203,62565,COLOMBARA VENEZIA,VIA LAVINO 265,MONTE SAN PIETRO
11.173244,44.421769,62566,COLOMBARA VENEZIA,VIA LAVINO FR 265,MONTE SAN PIETRO
11.172139,44.415353,62569,COLOMBARA,VIA LAVINO 277,MONTE SAN GIOVANNI
11.172159,44.415191,62570,COLOMBARA,VIA LAVINO 276,MONTE SAN GIOVANNI
11.168582,44.412909,62571,COLOMBARA CIMITERO,VIA LAVINO BV VICENZA,MONTE SAN GIOVANNI
11.168437,44.412723,62572,COLOMBARA CIMITERO,VIA LAVINO FR BV VICENZA,MONTE SAN GIOVANNI
11.163541,44.410746,62573,MONTE SAN GIOVANNI,VIA LAVINO FR 312,MONTE SAN GIOVANNI
11.16451,44.41079,62574,MONTE SAN GIOVANNI,VIA LAVINO FR 317,MONTE SAN GIOVANNI
11.158904,44.409645,62577,MONTE SAN GIOVANNI PEDAGN,VIA LAVINO BV DE GASPERI,MONTE SAN GIOVANNI
11.159158,44.409712,62578,MONTE SAN GIOVANNI PEDAGN,VIA LAVINO FR 341,MONTE SAN GIOVANNI
11.153921,44.409046,62581,MONTE SAN GIOVANNI GNOCCO,VIA LAVINO 353,MONTE SAN PIETRO
11.153931,44.408965,62582,MONTE SAN GIOVANNI GNOCCO,VIA LAVINO FR 353,MONTE SAN PIETRO
11.147672,44.409875,62585,OCA PILASTRINO,VIA LAVINO 359,MONTE SAN PIETRO
11.147645,44.409822,62586,OCA PILASTRINO,VIA LAVINO FR 359,MONTE SAN PIETRO
11.133565,44.410167,62593,BADIA DI MONTE SAN PIETRO,VIA LAVINO 401,MONTE SAN PIETRO
11.133626,44.410094,62594,BADIA DI MONTE SAN PIETRO,VIA LAVINO FR 401,MONTE SAN PIETRO
11.128278,44.408088,62597,BADIA DI MONTE SAN PIETRO,VIA LAVINO 425,BADIA
11.127969,44.407877,62598,BADIA DI MONTE SAN PIETRO,VIA LAVINO FR 425,MONTE SAN PIETRO
11.100993,44.409305,62599,ISOLA,VIA BERNARDI 3,MONTE SAN PIETRO
11.101114,44.409177,62600,ISOLA,VIA BERNARDI FR 3,MONTE SAN PIETRO
11.124178,44.40342,62601,BADIA DI MONTE SAN PIETRO,VIA LAVINO 435,MONTE SAN PIETRO
11.12429,44.403409,62602,BADIA DI MONTE SAN PIETRO,VIA LAVINO FR 435,MONTE SAN PIETRO
11.124476,44.393619,62605,PILASTRINO DI GAVIGNANO,VIA LAVINO 443,IL PILASTRINO
11.12459,44.393644,62606,PILASTRINO DI GAVIGNANO,VIA LAVINO FR 443,MONTE SAN PIETRO
11.133753,44.389755,62609,PADOVA DI RONCA MOLINO NU,VIA LAVINO FR 424,MONTE SAN PIETRO
11.133829,44.38978,62610,PADOVA DI RONCA MOLINO NU,VIA LAVINO 424,MONTE SAN PIETRO
11.138271,44.387644,62613,PADOVA DI RONCA CASA GNUD,VIA LAVINO 459,MONTE SAN PIETRO
11.138335,44.387688,62614,PADOVA DI RONCA CASA GNUD,VIA LAVINO FR 459,MONTE SAN PIETRO
11.142147,44.383421,62617,PADOVA DI RONCA,VIA LAVINO 465,MONTE SAN PIETRO
11.142323,44.383445,62618,PADOVA DI RONCA,VIA LAVINO FR 465,MONTE SAN PIETRO
11.166568,44.467495,62619,SAN LORENZO,VIA SAN LORENZO,LA FORNACE
11.143807,44.373541,62621,MOLINO BRUSONE,VIA LAVINO FR MONTE SEVERO,MONTE SAN PIETRO
11.143693,44.373498,62622,MOLINO BRUSONE,VIA LAVINO ANG. MONTE SEVERO,MONTE SAN PIETRO
11.138653,44.372963,62625,CASA DEL BUCO,VIA LAVINO FR 462,MONTE SAN PIETRO
11.138589,44.372946,62626,CASA DEL BUCO,VIA LAVINO 462,MONTE SAN PIETRO
11.13537,44.372439,62627,MONTEPASTORE SP LAVINO 47,VIA LAVINO (SP 26) FR 478,MONTE SAN PIETRO
11.135482,44.372401,62628,MONTEPASTORE SP LAVINO 47,VIA LAVINO (SP 26) 478,MONTE SAN PIETRO
11.125872,44.367674,62629,MONTEPASTORE,VIA LAVINO 499/A,MONTEPASTORE
11.125919,44.367583,62630,MONTEPASTORE,VIA LAVINO FR 499/A,MONTEPASTORE
11.123725,44.368011,62633,MONTEPASTORE SCUOLE,VIA LAVINO 551,MONTEPASTORE
11.123634,44.367923,62634,MONTEPASTORE SCUOLE,VIA LAVINO FR 551,MONTEPASTORE
11.118749,44.368518,62637,MONTEPASTORE CIMITERO,VIA LAVINO FR CIMITERO,MONTE SAN PIETRO
11.118771,44.368446,62638,MONTEPASTORE CIMITERO,VIA LAVINO ANG. CIMITERO,MONTEPASTORE
11.108705,44.362492,62641,CASA MELEGA,VIA LAVINO FR 554,MONTE SAN PIETRO
11.108792,44.362464,62642,CASA MELEGA,VIA LAVINO 554,MONTE SAN PIETRO
11.106066,44.359588,62645,CROCE DI PRADOLE,VIA LAVINO FR LAGHETTO,MONTE SAN PIETRO
11.106115,44.359542,62646,CROCE DI PRADOLE,VIA LAVINO ANG. LAGHETTO,MONTE SAN PIETRO
11.100016,44.357071,62649,PRADOLE,VIA BORTOLANI 84,SAVIGNO
11.100038,44.357008,62650,PRADOLE,VIA BORTOLANI FR 84,SAVIGNO
11.095086,44.356424,62653,CASE BORTOLANI CROCETTA,VIA BORTOLANI 81,SAVIGNO
11.095109,44.356351,62654,CASE BORTOLANI CROCETTA,VIA BORTOLANI FR 81,SAVIGNO
11.091629,44.355173,62657,MONZONE,VIA BORTOLANI FR 78/A,SAVIGNO
11.091715,44.355126,62658,MONZONE,VIA BORTOLANI 78/A,SAVIGNO
11.086868,44.351488,62661,CASE BORTOLANI SIRENA,VIA BORTOLANI FR 71,SAVIGNO
11.086942,44.351468,62662,CASE BORTOLANI SIRENA,VIA BORTOLANI 71,SAVIGNO
11.084218,44.347188,62663,PASTOR ANGELICUS,VIA BORTOLANI FR 1642,BORTOLANI
11.08428,44.347151,62664,PASTOR ANGELICUS,VIA BORTOLANI 1642,BORTOLANI
11.078526,44.343745,62665,CA` BORTOLANI,VIA BORTOLANI FR 9/B,BORTOLANI
11.077553,44.342466,62666,CA` BORTOLANI,SP VALLE DEL LAVINO KM 31.960,BORTOLANI
11.076387,44.340732,62669,CASE BORTOLANI FORNACE,VIA BORTOLANI FR 15/A,SAVIGNO
11.076006,44.340244,62670,CASE BORTOLANI FORNACE,VIA BORTOLANI 15/A,SAVIGNO
11.069776,44.337152,62673,SAN LUIGI,VIA BORTOLANI FR 58,SAVIGNO
11.069823,44.337079,62674,SAN LUIGI,VIA BORTOLANI 58,SAVIGNO
11.059117,44.329368,62685,TOLE`,PIAZZA DON CELSO LOLLI,TOL+
11.059357,44.329409,62686,TOLE`,PIAZZA DON CELSO LOLLI,TOL+
11.165845,44.452042,62690,ROMAGNOLI II,VIA ROMAGNOLI,MONTE SAN PIETRO
11.165573,44.452146,62691,ROMAGNOLI II,VIA ROMAGNOLI,MONTE SAN PIETRO
11.163844,44.452314,62692,ROMAGNOLI I,VIA ROMAGNOLI,MONTE SAN PIETRO
11.163535,44.452446,62693,ROMAGNOLI I,VIA ROMAGNOLI,MONTE SAN PIETRO
11.156142,44.449651,62694,SARTORANO SCHWEITZER ORTE,VIA SCHWEITZER,MONTE SAN PIETRO
11.158568,44.449317,62696,SARTORANO SCHWEITZER,VIA  SCHWEITZER,MONTE SAN PIETRO
11.161,44.447444,62698,SARTORANO SCHWEITZER FLEM,VIA SCHWEITZER,MONTE SAN PIETRO
11.156864,44.447054,62700,SARTORANO FLEMING ORTENSI,VIA FLEMING,MONTE SAN PIETRO
11.192222,44.466014,62703,LANDA CIMITERO,VIA LANDA (FR INGRESSO CIMITERO),MONTE SAN PIETRO
11.192512,44.466044,62704,LANDA CIMITERO,VIA LANDA (INGRESSO CIMITERO),MONTE SAN PIETRO
11.188036,44.464672,62705,CAPPONE,VIA LANDA FR 36,CAPPONE
11.188059,44.464618,62706,CAPPONE,VIA LANDA 36/1,CAPPONE
11.18168,44.464479,62707,PORTONI,VIA LANDA KM 1+800,MONTE SAN PIETRO
11.182795,44.464719,62708,PORTONI,VIA LANDA KM 1+700,MONTE SAN PIETRO
11.176537,44.463443,62709,VILLA PELI,VIA LANDA ANG. SAN LORENZO,MONTE SAN PIETRO
11.176535,44.463371,62710,VILLA PELI,VIA LANDA FR SAN LORENZO,MONTE SAN PIETRO
11.167969,44.459501,62713,RASPACENERE,VIA LANDA 65,MONTE SAN PIETRO
11.168005,44.459455,62714,RASPACENERE,VIA LANDA FR 65,MONTE SAN PIETRO
11.160562,44.456338,62715,LANDA ROMAGNOLI,VIA LANDA 85,MONTE SAN PIETRO
11.160713,44.456344,62716,LANDA ROMAGNOLI,VIA LANDA FR 85/1,MONTE SAN PIETRO
11.157187,44.453791,62717,LA LANDA,VIA LANDA 120,MONTE SAN PIETRO
11.157285,44.453708,62718,LA LANDA,VIA LANDA 120,MONTE SAN PIETRO
11.165943,44.467948,62720,SAN LORENZO,VIA SAN LORENZO,MONTE SAN PIETRO
11.151664,44.450915,62721,FORNELLI,VIA LANDA FR SCHWAITZER,MONTE SAN PIETRO
11.151773,44.450805,62722,FORNELLI,VIA LANDA FR SCHWAITZER,MONTE SAN PIETRO
11.140509,44.45208,62725,LOGHETTI,VIA LANDA 129/3,LOGHETTO
11.140519,44.452017,62726,LOGHETTI,VIA LANDA 130,MONTE SAN PIETRO
11.155103,44.488004,62727,SAN MARTINO CHIESA,VIA SAN MARTINO,SAN MARTINO IN CASOLA
11.155227,44.487957,62728,SAN MARTINO CHIESA,VIA SAN MARTINO FRONTE CIV.22,SAN MARTINO IN CASOLA
11.133131,44.446222,62729,PIE` DEL MONTE,VIA LANDA 145,MONTE SAN PIETRO
11.133194,44.446212,62730,PIE` DEL MONTE,VIA LANDA FR 145,MONTE SAN PIETRO
11.159339,44.492029,62731,SAN MARTINO I,VIA SAN MARTINO,SAN MARTINO IN CASOLA
11.159463,44.491973,62732,SAN MARTINO I,VIA SAN MARTINO FRONTE CIV. 28/4,SAN MARTINO IN CASOLA
11.132922,44.442886,62734,PADERNELLA,VIA LANDA 153,MONTE SAN PIETRO
11.164826,44.495508,62735,SAN MARTINO II,VIA SAN MARTINO,MONTE SAN PIETRO
11.165028,44.495531,62736,SAN MARTINO II,VIA SAN MARTINO,ZOLA PREDOSA
11.135823,44.437673,62738,LANDA DE NICOLA,VIA LANDA BIVIO DE NICOLA,MONTE SAN PIETRO
11.199443,44.442378,62801,MONGARDINO MOLINO FRATI,VIA OLIVETTA 81,SASSO MARCONI
11.199528,44.442304,62802,MONGARDINO MOLINO FRATI,VIA OLIVETTA FR 81,SASSO MARCONI
11.198946,44.438174,62805,MONGARDINO ROMA,VIA OLIVETTA 67,SASSO MARCONI
11.19907,44.438154,62806,MONGARDINO ROMA,VIA OLIVETTA FR 67,SASSO MARCONI
11.196676,44.4326,62809,MONGARDINO NAPOLI,VIA OLIVETTA FR 42,SASSO MARCONI
11.196917,44.432659,62810,MONGARDINO NAPOLI,VIA OLIVETTA 42,SASSO MARCONI
11.196205,44.428414,62813,MONGARDINO CABINA ENEL,VIA OLIVETTA CABINA ENEL 0886,SASSO MARCONI
11.196443,44.428392,62814,MONGARDINO CABINA ENEL,VIA OLIVETTA FR CABINA ENEL 0886,SASSO MARCONI
11.196436,44.425538,62817,CA` GIGLIOLA,VIA OLIVETTA 23,SASSO MARCONI
11.196713,44.425542,62818,CA` GIGLIOLA,VIA OLIVETTA FR 23,SASSO MARCONI
11.19797,44.422537,62821,MOLINO DI CESARE,VIA OLIVETTA 15,SASSO MARCONI
11.198046,44.422572,62822,MOLINO DI CESARE,VIA OLIVETTA FR 15,SASSO MARCONI
11.197215,44.421517,62825,MOLINO DI CESARE CAPOLINE,VIA OLIVETTA 9,SASSO MARCONI
11.197261,44.421399,62826,MOLINO DI CESARE CAPOLINE,VIA OLIVETTA FR 9,SASSO MARCONI
11.086965,44.501048,64501,BAZZANO OSPEDALE NUOVO,VIALE DEI MARTIRI 9,BAZZANO
11.087229,44.501043,64502,BAZZANO OSPEDALE NUOVO,VIALE DEI MARTIRI FR 9,BAZZANO
11.088106,44.500946,64503,BAZZANO OSPEDALE,STRADA DI ACCESSO ALL`OSPEDALE,BAZZANO
11.086387,44.491201,64505,Z.I. FORMICA PEDERZINI,VIA MONTEVEGLIO 63,BAZZANO
11.086512,44.49118,64506,Z.I. FORMICA PEDERZINI,VIA MONTEVEGLIO FR 63,BAZZANO
11.084256,44.487855,64509,TENUTA GOCCIA,VIA DI CANOSSA FR 6,MONTEVEGLIO
11.084583,44.487849,64510,TENUTA GOCCIA,VIA DI CANOSSA 6,MONTEVEGLIO
11.096873,44.47285,64513,MONTEVEGLIO PONTE,VIALE DEI MARTIRI FR 42,MONTEVEGLIO
11.096754,44.473041,64514,MONTEVEGLIO PONTE,VIALE DEI MARTIRI 44,MONTEVEGLIO
11.099832,44.470887,64517,MONTEVEGLIO,VIALE DEI MARTIRI FR 8,MONTEVEGLIO
11.099604,44.47117,64518,MONTEVEGLIO,VIALE DEI MARTIRI 10,MONTEVEGLIO
11.102711,44.467017,64521,MONTEVEGLIO COSTITUZIONE,VIALE DELLA COSTITUZIONE 64,MONTEVEGLIO
11.102951,44.467048,64522,MONTEVEGLIO COSTITUZIONE,VIALE DELLA COSTITUZIONE (SP 27) FR PL 1,MONTEVEGLIO
11.101561,44.460556,64525,PONTE BARLETE,VIA ABE` FR 7,MONTEVEGLIO
11.101911,44.460496,64526,PONTE BARLETE,VIA ABE` 7,MONTEVEGLIO
11.10137,44.45523,64529,VILLA MACCAFERRI,VIA ABE` 176,MONTEVEGLIO
11.101631,44.455153,64530,VILLA MACCAFERRI,VIA ABE` FR 176,MONTEVEGLIO
11.098723,44.44308,64533,BERSAGLIERA,VIA VALLE DEL SAMOGGIA FR 681,CASTELLO DI SERRAVALLE
11.098935,44.443058,64534,BERSAGLIERA,VIA VALLE DEL SAMOGGIA 681,BERSAGLIERA
