codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
672;60630;FORMICA BIVIO ZOCCA;VIA CLAUDIA 6000/A;FORMICA;660422;925829;44,466185;11,015711;444
672;60637;VIGNOLA;CORSO ITALIA 70;VIGNOLA;659981;927151;44,478177;11,010579;444
672;60646;VIGNOLA VITTORIO VENETO;VIALE VITTORIO VENETO 758;VIGNOLA;658900;927183;44,478704;10,997004;444
672;61514;Z.I. CASAL. BIZZARRI;VIA DEL LAVORO 71;CASALECCHIO DI RENO;679530;928863;44,488979;11,256807;507
672;61517;Z.I. CASAL. CADUTI R.E.;VIA DEL LAVORO FR 93;CASALECCHIO DI RENO;679152;928990;44,490216;11,252101;507
672;61530;Z.I. ZOLA PREDOSA BRODOLI;VIA BRODOLINI FR 22;ZOLA PREDOSA;679098;929716;44,49676;11,251674;571
672;61533;Z.I. ZOLA PREDOSA CURIEL;VIA ROMA 35;BOLOGNA;678823;929687;44,496567;11,248207;571
672;61546;Z.I. ZOLA PREDOSA ROMA;VIA ROMA 36/A;ZOLA PREDOSA;677731;929279;44,493167;11,234342;571
672;990001;VIGNOLA BATTISTI;VIA C.BATTISTI_ 1;VIGNOLA;660034;927156;44,47821;11,011246;444
673;67;PORTA LAME;VIALE PIETRAMELLARA 2;BOLOGNA;685600;930583;44,502914;11,333702;500
673;469;AMENDOLA;VIA AMENDOLA 3;BOLOGNA;686138;930609;44,503009;11,340474;500
673;527;DON MINZONI;VIA DON MINZONI FR 17;BOLOGNA;685773;930590;44,502933;11,335879;500
673;6018;BERRETTA ROSSA;VIA EMILIA PONENTE FR 127/A;BOLOGNA;683452;930903;44,506343;11,306817;500
673;6034;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 131;BOLOGNA;681614;931724;44,514194;11,284001;500
673;6037;BORGO PANIGALE;VIA LEPIDO 147;BOLOGNA;680653;932183;44,518564;11,27208;500
673;6503;PIOPPA;VIA LEPIDO 223;BOLOGNA;678560;933112;44,527443;11,246085;500
673;60530;ZOLA PREDOSA CHIESA;VIA RISORGIMENTO 163/1A;ZOLA PREDOSA;676100;929177;44,49265;11,213809;571
673;60533;ZOLA PREDOSA;VIA RISORGIMENTO FR 185/F;ZOLA PREDOSA;675694;929349;44,494296;11,208765;571
673;60546;PONTE RONCA;VIA RISORGIMENTO 275/B;PONTE RONCA;674323;930038;44,500827;11,191765;571
673;60549;SAN MARTINO BIVIO;VIA RISORGIMENTO 442;ZOLA PREDOSA;673517;930443;44,504665;11,18177;571
673;60555;STAZIONE VIA LUNGA;VIA PROVINCIALE EX SP 569;CRESPELLANO;672394;930891;44,508965;11,167802;558
673;60565;VIA LUNGA BIVIO;VIA PROVINCIALE FR 29;CRESPELLANO;672168;930946;44,509513;11,164979;558
673;60578;PRAGATTO;VIA PROVINCIALE 175;CRESPELLANO;669948;931015;44,510661;11,137092;558
673;60581;CRESPELLANO;VIA PROVINCIALE FR 232;CRESPELLANO;669187;931214;44,51263;11,127589;558
673;60594;BAZZANO CIRC. NORD PERTIN;VIA CIRCONVALLAZIONE NORD 61;BAZZANO;665731;930507;44,507073;11,083909;558
673;60597;BAZZANO STAZIONE;VIA PROVINCIALE OVEST 1;BAZZANO;665232;930614;44,50815;11,07767;558
673;60613;SAVIGNANO S/PANARO MULINO;VIA CLAUDIA FR MICHELANGELO;MULINO;662512;928486;44,489623;11,042803;444
673;60629;FORMICA BIVIO ZOCCA;VIA CLAUDIA 5972;FORMICA;660459;925884;44,466672;11,016193;444
673;60645;VIGNOLA VITTORIO VENETO;VIALE VITTORIO VENETO 677;VIGNOLA;658952;927188;44,478737;10,997659;444
673;62001;RIGOSA CHIESA;VIA RIGOSA 13;BOLOGNA;677922;931257;44,510914;11,237423;500
673;62014;ZOLA PREDOSA PONTE AUTOST;VIA RIGOSA FR 21/B;ZOLA PREDOSA;677265;929402;44,494388;11,228527;571
675;16;STAZIONE CENTRALE;VIALE PIETRAMELLARA 59 (FERMATA J);BOLOGNA;686362;930834;44,504975;11,34337;500
675;469;AMENDOLA;VIA AMENDOLA 3;BOLOGNA;686138;930609;44,503009;11,340474;500
675;472;STAZIONE CENTRALE;VIALE PIETRAMELLARA TRA 18/3 E P.C.16877;BOLOGNA;686235;930884;44,505458;11,341792;500
675;6012;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 14/F-18/B;BOLOGNA;684039;930636;44,503791;11,3141;500
68;3309;CALZONI;VIA STALINGRADO 47;BOLOGNA;687584;931971;44,514886;11,359143;500
68;4003;PIAZZA DELL`UNITA`;VIA MATTEOTTI 39;BOLOGNA;686654;931473;44,510648;11,347271;500
68;4103;CRETI;VIA CRETI 41;BOLOGNA;686940;931453;44,510394;11,350859;500
68;4106;STALINGRADO;VIA CRETI 36;BOLOGNA;687282;931416;44,509972;11,355145;500
684;6601;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 30 MT DOPO VIA MARZOCCHI;CASALECCHIO DI RENO;680501;927869;44,479795;11,268663;507
684;7006;ORSONI;VIA SARAGOZZA FR 153/B;BOLOGNA;684671;929082;44,489651;11,321489;500
684;7022;FUNIVIA;VIA PORRETTANA 148;BOLOGNA;683264;929217;44,491224;11,303856;500
684;7038;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 95;CROCE DI CASALECCHIO;681931;928220;44,482593;11,286753;507
684;60509;CERETOLO TENUTA LAURO;VIA BAZZANESE FR 81/1;CASALECCHIO DI RENO;678960;928071;44,481996;11,24937;507
684;60512;CERETOLO VIVALDI;VIA BAZZANESE 135/2;CASALECCHIO DI RENO;678699;928222;44,483419;11,246143;507
684;60518;RIALE;VIA RISORGIMENTO 2/B;RIALE;677952;928416;44,485349;11,236823;571
684;62501;PILASTRINO DI ZOLA;VIA GARIBALDI 2;ZOLA PREDOSA;677123;928615;44,487343;11,226473;571
684;62514;GESSO FINELLI;VIA GESSO 125;ZOLA PREDOSA;676761;927517;44,477555;11,221549;571
684;62517;GESSI;VIA GESSO FR 159;ZOLA PREDOSA;675910;926982;44,47295;11,210675;571
684;62530;CALDERINO USL;VIA LAVINO FR 17;CALDERINO;674984;925708;44,461714;11,19861;563
684;62533;CALDERINO COMUNE;VIA LAVINO FR 28/3;CALDERINO;675093;925275;44,457792;11,199833;563
684;62546;CALDERINO ORBI;VIA LAVINO FR 189/B;CALDERINO;674582;924303;44,449171;11,193087;563
684;62549;CALDERINO ZONA IND.LE;VIA LAVINO 209/A;CALDERINO;674210;923858;44,445258;11,188265;563
684;62562;COLOMBARA DEPURATORE;VIA LAVINO FR MARZABOTTO;MONTE SAN PIETRO;673206;921862;44,427543;11,174991;564
684;62565;COLOMBARA VENEZIA;VIA LAVINO 265;MONTE SAN PIETRO;673083;921246;44,42203;11,173241;564
684;62578;MONTE SAN GIOVANNI PEDAGN;VIA LAVINO FR 341;MONTE SAN GIOVANNI;671998;919848;44,409712;11,159158;564
684;62581;MONTE SAN GIOVANNI GNOCCO;VIA LAVINO 353;MONTE SAN PIETRO;671583;919763;44,409046;11,153921;564
684;62594;BADIA DI MONTE SAN PIETRO;VIA LAVINO FR 401;MONTE SAN PIETRO;669964;919837;44,410094;11,133626;564
684;62597;BADIA DI MONTE SAN PIETRO;VIA LAVINO 425;BADIA;669544;919603;44,408088;11,128278;564
684;64564;MOLINO SEGA;VIA VALLE DEL SAMOGGIA (SP 27) FR KM 20+;CASTELLO DI SERRAVALLE;666019;919134;44,404686;11,083886;562
684;64570;SAVIGNO PONTE;VIA VALLE DEL SAMOGGIA FR BV SAMOGGIA;SAVIGNO;665408;918274;44,397088;11,075944;562
684;64573;SAVIGNO CARABINIERI;VIA DELLA LIBERTA` 55;SAVIGNO;665389;917883;44,393575;11,075581;562
684;64580;SAVIGNO PACE;VIA DELLA PACE ALTEZZA AREA BEACH VOLLEY;SAVIGNO;665168;917438;44,389622;11,072667;562
684;64583;SAVIGNO;VIA MARCONI 34;SAVIGNO;665218;917403;44,389295;11,073283;562
686;50;PORTA SANT`ISAIA;VIALE VICINI FR 6;BOLOGNA;685193;929748;44,495508;11,328287;500
686;7006;ORSONI;VIA SARAGOZZA FR 153/B;BOLOGNA;684671;929082;44,489651;11,321489;500
686;7022;FUNIVIA;VIA PORRETTANA 148;BOLOGNA;683264;929217;44,491224;11,303856;500
686;7029;CROCE;VIA PORRETTANA 92;CROCE DI CASALECCHIO;682116;928477;44,484858;11,289168;507
686;60506;CERETOLO;VIA BAZZANESE 95/3;CERETOLO;679575;928004;44,481241;11,257074;507
686;60509;CERETOLO TENUTA LAURO;VIA BAZZANESE FR 81/1;CASALECCHIO DI RENO;678960;928071;44,481996;11,24937;507
686;60512;CERETOLO VIVALDI;VIA BAZZANESE 135/2;CASALECCHIO DI RENO;678699;928222;44,483419;11,246143;507
686;60519;PILASTRINO STAZIONE;PRESSO LA STAZIONE DI PILASTRINO;ZOLA PREDOSA;677350;928718;44,488214;11,229361;571
686;62501;PILASTRINO DI ZOLA;VIA GARIBALDI 2;ZOLA PREDOSA;677123;928615;44,487343;11,226473;571
686;62514;GESSO FINELLI;VIA GESSO 125;ZOLA PREDOSA;676761;927517;44,477555;11,221549;571
686;62517;GESSI;VIA GESSO FR 159;ZOLA PREDOSA;675910;926982;44,47295;11,210675;571
686;62530;CALDERINO USL;VIA LAVINO FR 17;CALDERINO;674984;925708;44,461714;11,19861;563
686;62533;CALDERINO COMUNE;VIA LAVINO FR 28/3;CALDERINO;675093;925275;44,457792;11,199833;563
686;62546;CALDERINO ORBI;VIA LAVINO FR 189/B;CALDERINO;674582;924303;44,449171;11,193087;563
686;62549;CALDERINO ZONA IND.LE;VIA LAVINO 209/A;CALDERINO;674210;923858;44,445258;11,188265;563
686;62553;RIO TRADITO;VIA LAVINO 239/B;GORIZIA;673639;923261;44,440025;11,180895;564
686;62562;COLOMBARA DEPURATORE;VIA LAVINO FR MARZABOTTO;MONTE SAN PIETRO;673206;921862;44,427543;11,174991;564
686;62569;COLOMBARA;VIA LAVINO 277;MONTE SAN GIOVANNI;673015;920502;44,415353;11,172139;564
686;62572;COLOMBARA CIMITERO;VIA LAVINO FR BV VICENZA;MONTE SAN GIOVANNI;672728;920202;44,412723;11,168437;564
686;62578;MONTE SAN GIOVANNI PEDAGN;VIA LAVINO FR 341;MONTE SAN GIOVANNI;671998;919848;44,409712;11,159158;564
686;62585;OCA PILASTRINO;VIA LAVINO 359;MONTE SAN PIETRO;671083;919842;44,409875;11,147672;564
686;62594;BADIA DI MONTE SAN PIETRO;VIA LAVINO FR 401;MONTE SAN PIETRO;669964;919837;44,410094;11,133626;564
686;62601;BADIA DI MONTE SAN PIETRO;VIA LAVINO 435;MONTE SAN PIETRO;669231;919076;44,40342;11,124178;565
686;62614;PADOVA DI RONCA CASA GNUD;VIA LAVINO FR 459;MONTE SAN PIETRO;670404;917358;44,387688;11,138335;565
686;62617;PADOVA DI RONCA;VIA LAVINO 465;MONTE SAN PIETRO;670720;916892;44,383421;11,142147;565
686;62630;MONTEPASTORE;VIA LAVINO FR 499/A;MONTEPASTORE;669473;915099;44,367583;11,125919;565
686;62633;MONTEPASTORE SCUOLE;VIA LAVINO 551;MONTEPASTORE;669297;915142;44,368011;11,123725;565
686;62646;CROCE DI PRADOLE;VIA LAVINO ANG. LAGHETTO;MONTE SAN PIETRO;667918;914165;44,359542;11,106115;565
686;62649;PRADOLE;VIA BORTOLANI 84;SAVIGNO;667439;913878;44,357071;11,100016;566
686;62662;CASE BORTOLANI SIRENA;VIA BORTOLANI 71;SAVIGNO;666413;913229;44,351468;11,086942;566
686;62665;CA` BORTOLANI;VIA BORTOLANI FR 9/B;BORTOLANI;665764;912354;44,343745;11,078526;566
686;62678;TOLE` SELVA;VIA FINI BV SELVA;VERGATO;664657;911160;44,333254;11,06427;566
686;62681;TOLE` BORGO DI SOTTO;VIA FINI FR 24;TOL+;664494;910920;44,331132;11,062151;566
687;62529;CALDERINO USL;VIA LAVINO 19/A;CALDERINO;674989;925649;44,461182;11,198653;563
687;62538;CALDERINO;VIA LAVINO FR 83/A;CALDERINO;674866;924880;44,454294;11,196848;563
687;62802;MONGARDINO MOLINO FRATI;VIA OLIVETTA FR 81;SASSO MARCONI;675115;923554;44,442304;11,199528;564
687;62805;MONGARDINO ROMA;VIA OLIVETTA 67;SASSO MARCONI;675081;923094;44,438174;11,198946;564
687;62818;CA` GIGLIOLA;VIA OLIVETTA FR 23;SASSO MARCONI;674941;921686;44,425542;11,196713;564
687;62821;MOLINO DI CESARE;VIA OLIVETTA 15;SASSO MARCONI;675050;921355;44,422537;11,19797;564
687;70049;SASSO M. CA` VECCHIA;VIA PORRETTANA 126;SASSO MARCONI;679364;919640;44,406052;11,25153;582
687;70075;SASSO MARCONI TERMINAL;VIA KENNEDY PIAZZALE TERMINAL;SASSO MARCONI;679018;918106;44,392338;11,246659;582
687;71010;TRIPOLI CASA SABBIONI;VIA MONGARDINO 19;SASSO MARCONI;677933;920109;44,410625;11,233733;582
826;88557;CALDINO;VIA SAN GIACOMO FR 79;CASTIGLIONE DEI PEPOLI;678608;886778;44,110605;11,230831;587
827;70075;SASSO MARCONI TERMINAL;VIA KENNEDY PIAZZALE TERMINAL;SASSO MARCONI;679018;918106;44,392338;11,246659;582
827;70078;SASSO MARCONI TERMINAL;VIA KENNEDY PIAZZALE TERMINAL;SASSO MARCONI;679022;918119;44,392454;11,246714;582
827;80502;SASSO M. PONTE NUOVO;VIA VAL DI SETTA 7;SASSO MARCONI;679109;917572;44,387512;11,247617;582
827;80505;LEONA;VIA VAL DI SETTA 174;SASSO MARCONI;679548;916035;44,373576;11,252594;582
827;80518;CINQUE CERRI VENEZIA;VIA VAL DI SETTA 79;SASSO MARCONI;680690;913868;44,353798;11,266165;582
827;80521;CINQUE CERRI CASALINO;VIA VAL DI SETTA KM 5+080;SASSO MARCONI;680831;913417;44,349706;11,267776;582
827;80534;TRIPPAIO;VIA VAL DI SETTA 27;MARZABOTTO;681025;911783;44,334958;11,269641;590
827;80537;VILLA D`IGNANO;VIA VAL DI SETTA FR 33;MARZABOTTO;681015;911227;44,329959;11,269323;590
827;80550;VADO;VIA VAL DI SETTA FR 38;VADO;680026;909586;44,315442;11,256362;590
827;82510;ROVINE;VIA PROVINCIALE 171;MONZUNO;681007;910441;44,32289;11,26895;583
827;82513;ANTANE`;VIA PROVINCIALE 145;MONZUNO;681311;909999;44,318838;11,272606;583
827;82526;BETTOLA CHIESA;VIA PROVINCIALE 82;LOIANO;681837;909201;44,311527;11,278919;583
827;82529;SELVE CA` DI CUCCO;VIA PROVINCIALE 99;MONZUNO;681872;908503;44,30524;11,279114;583
827;82542;TRE FASCI MAESTA`;VIA PROVINCIALE 220;MONZUNO;681940;906230;44,284775;11,279174;583
827;82545;OSPITALE;VIA PROVINCIALE FR 219;MONZUNO;681808;905974;44,282505;11,277432;583
827;82558;MONZUNO MUNICIPIO;VIA CASAGLIA 4;MONZUNO;681353;905331;44,276834;11,271512;583
828;80613;RIPOLI FORNO;VIA RIPOLI FR 104;SAN BENEDETTO VAL DI SAMB;674502;899232;44,223642;11,183691;585
828;80626;CASA NALDI;VIA VAL DI SETTA FR 126;CASTIGLIONE DEI PEPOLI;674173;898906;44,220788;11,179467;585
828;80629;MACCALE`;VIA VAL DI SETTA 114;CASTIGLIONE DEI PEPOLI;674327;899047;44,22202;11,181441;585
828;80697;CASTIGLIONE BIVIO RONCOBI;VIA BOLOGNESE 83;CASTIGLIONE DEI PEPOLI;673294;890263;44,143239;11,165621;586
828;80700;CASTIGLIONE-BV TORRETTA;VIA TOSCANA FR 6;CASTIGLIONE DEI PEPOLI;672759;890170;44,142529;11,158906;586
828;80703;CASTIGLIONE-TOSCANA;VIA TOSCANA 60;CASTIGLIONE DEI PEPOLI;673177;890038;44,141242;11,164085;586
828;80713;CASTIGLIONE-GIROTTI TOSCA;VIA GIROTTI 23;CASTIGLIONE DEI PEPOLI;673296;889942;44,14035;11,16554;586
828;80719;CASTIGLIONE-FIERA;VIA FIERA 94/2;CASTIGLIONE DEI PEPOLI;672908;890115;44,141999;11,160749;586
828;86410;SPIANAMENTO;VIA SPARVO FR BV SPIANAMENTO;SPIANAMENTO;674884;898290;44,215076;11,188157;585
828;86413;CA` DI ONOFRIO;VIA SPARVO ANG. CA DONOFRIO;CASTIGLIONE DEI PEPOLI;675101;897353;44,206594;11,190558;585
828;86426;GIUNCAROLO PIAN DI SCARPA;VIA SPARVO FR 12;CASTIGLIONE DEI PEPOLI;675366;895617;44,190912;11,193293;586
828;86429;CASTAGNO;VIA SPARVO BV CASTAGNO;CASTIGLIONE DEI PEPOLI;675367;894867;44,184164;11,193055;586
828;86442;FONTANELLE CHIESA;VIA SPARVO FR CHIESA;CASTIGLIONE DEI PEPOLI;675154;894487;44,180797;11,190266;586
828;86445;FONTANELLE SAN PIETRO;VIA SPARVO FR 73;CASTIGLIONE DEI PEPOLI;675155;893743;44,174103;11,19003;586
828;86458;OPIEDA;VIA SPARVO FR 112;CASTIGLIONE DEI PEPOLI;674544;891933;44,157966;11,181792;586
828;86461;FONTANELLE;VIA SPARVO FR 111;CASTIGLIONE DEI PEPOLI;674350;891560;44,154656;11,179244;586
829;70501;VERGATO OSPEDALE CIVILE;VIA NAZIONALE BV RIMENBRANZE;VERGATO;668466;905367;44,280261;11,110147;569
829;70514;CARBONA;VIA NAZIONALE 5;VERGATO;667977;902511;44,254679;11,103106;570
829;70517;CARBONCINA;VIA NAZIONALE 34/6;VERGATO;667502;902012;44,250299;11,097;570
829;70530;LISSANO CASEIFICIO;VIA NAZIONALE 92/2;VERGATO;665667;901007;44,241677;11,073713;570
829;70533;LISSANO;VIA NAZIONALE KM. 49+000;VERGATO;665344;900280;44,235209;11,069441;570
829;83502;RIOLA CHIESA;VIA PONTE FR 5;PONTE;664274;899589;44,229234;11,055834;570
829;83505;PONTE GIORDANI;VIA PONTE 23;PONTE;664444;899403;44,227522;11,057903;570
829;83511;PONTE SODI;VIA PONTE FR 72;GRIZZANA MORANDI;664394;898295;44,217565;11,05693;570
829;83518;MARNE`;VIA PONTE 57;GRIZZANA MORANDI;664449;897062;44,206458;11,057232;570
829;83521;PONTE DI VERZUNO BIVIO;VIA PONTE BV PROVINCIALE;GRIZZANA MORANDI;664470;896888;44,204888;11,05744;570
829;700500;CASA CHIARI;SS 64 PORRETTANA VIA CASA CHIARI 97-98;VERGATO;665379;900763;44,239547;11,070031;570
829;790000;QUERCIACAVA;QUERCIACAVA;GRIZZANA MORANDI;666736;899565;44,228459;11,086633;570
829;790007;ORELIA DI SOPRA;ORELIA DI SOPRA (CIV.8);GRIZZANA MORANDI;667706;899713;44,229567;11,098818;570
829;790010;BIVIO OREGLIA;QUERCIACAVA;GRIZZANA MORANDI;666757;899506;44,227923;11,086877;570
829;790013;VIMIGNANO;VIMIGNANO CHIESA;GRIZZANA MORANDI;665787;898284;44,21715;11,074354;570
829;790016;CAVALLINO;CAVALLINO;GRIZZANA MORANDI;666048;898354;44,21772;11,077641;570
829;790036;ROVOLA;ROVOLA;GRIZZANA MORANDI;669985;897707;44,210991;11,126684;588
829;790039;LE ROVINE;LE ROVINE;GRIZZANA MORANDI;670547;898424;44,21731;11,133947;588
829;790042;MONTEACUTO CHIESA;MONTEACUTO RAGAZZA CHIESA;MONTEACUTO RAGAZZA;670312;899122;44,223645;11,131234;588
829;790045;CAVANELLA;CAVANELLA;GRIZZANA MORANDI;670323;898782;44,220583;11,131261;588
829;790052;BIVIO VILLA DI PRADA - TE;BIVIO VILLA DI PRADA;GRIZZANA MORANDI;670740;901322;44,243338;11,137305;588
829;790055;CA VALENTE;CA VALENTE;GRIZZANA MORANDI;665117;898506;44,219299;11,066042;570
829;790058;CA` LUVIERO;CA` LUVIERO;GRIZZANA MORANDI;667093;899580;44,228512;11,091105;570
829;790061;BIVIO BOSCALDO;BIVIO BOSCALDO;GRIZZANA MORANDI;668881;898157;44,215296;11,113019;570
83;617;PORTA SAN FELICE;VIA SAN FELICE 161;BOLOGNA;685157;930139;44,499034;11,327975;500
83;620;PORTA SAN FELICE;VIA SAN FELICE 134;BOLOGNA;685181;930113;44,498794;11,328267;500
83;6012;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 14/F-18/B;BOLOGNA;684039;930636;44,503791;11,3141;500
687;71013;MONGARDINO BORGATA;VIA MONGARDINO 32;SASSO MARCONI;676664;920475;44,414228;11,217931;582
688;62704;LANDA CIMITERO;VIA LANDA (INGRESSO CIMITERO);MONTE SAN PIETRO;674486;926176;44,466044;11,192512;563
688;62707;PORTONI;VIA LANDA KM 1+800;MONTE SAN PIETRO;673629;925979;44,464479;11,18168;564
688;62714;RASPACENERE;VIA LANDA FR 65;MONTE SAN PIETRO;672556;925392;44,459455;11,168005;564
688;62717;LA LANDA;VIA LANDA 120;MONTE SAN PIETRO;671712;924740;44,453791;11,157187;564
688;62730;PIE` DEL MONTE;VIA LANDA FR 145;MONTE SAN PIETRO;669825;923848;44,446212;11,133194;564
689;62696;SARTORANO SCHWEITZER;VIA  SCHWEITZER;MONTE SAN PIETRO;671835;924246;44,449317;11,158568;564
689;62709;VILLA PELI;VIA LANDA ANG. SAN LORENZO;MONTE SAN PIETRO;673223;925853;44,463443;11,176537;564
689;62725;LOGHETTI;VIA LANDA 129/3;LOGHETTO;670390;924515;44,45208;11,140509;564
7;600143;STADIO;CSO PIAVE 31;FERRARA;706107;968675;44,839908;11,606741;600
7;600156;ISONZO GARIBALDI;CSO ISONZO 14;FERRARA;706525;968550;44,838662;11,611973;600
7;600185;MONTEBELLO BELLARIA;VIA MONTEBELLO 12;FERRARA;707643;968348;44,836521;11,626021;600
7;600243;CALDIROLO;VIA CALDIROLO 140;FERRARA;708415;968720;44,83964;11,635931;600
7;600256;COPPARO MORARI;COPPARO 122;FERRARA;709138;969412;44,845651;11,645354;600
7;600259;CENTRO COMM.LE LE MURA;COPPARO 115;FERRARA;709369;969471;44,846114;11,648298;600
7;600269;CALZOLAI CONCA;VIA DEI CALZOLAI 147;FERRARA;709006;970909;44,859152;11,644302;600
7;600272;CALZOLAI CONCA;VIA DEI CALZOLAI 134;FERRARA;709043;970946;44,859474;11,644785;600
7;600275;CONCA S.MARGHERITA;VIA CONCA 272;MALBORGHETTO DI BOARA;709664;970651;44,856638;11,652514;600
7;600468;ARGINONE XVI MARZO;VIA ARGINONE 130;ARGINONE;705073;968455;44,838228;11,593582;600
7;600471;ARGINONE;VIA ARGINONE 227;ARGINONE;704864;968565;44,839277;11,590985;600
7;600474;VIA TRENTI;VIA S.TRENTI 35;ARGINONE;704542;968660;44,840224;11,586953;600
7;600596;GELSOMINI CONCA;VIA DEI GELSOMINI 2;MALBORGHETTO DI BOARA;709261;970981;44,859724;11,647555;600
7;600603;PORTA MARE MORTARA;CSO PORTA MARE 104;FERRARA;708211;968851;44,840878;11,633406;600
7;600606;MORANTE COPPARO;VIA MORANTE E. FR. 4;FERRARA;708992;969326;44,844921;11,643473;600
7;600609;VIA FAVERO 3;VIA MAFALDA FAVERO 3;FERRARA;708817;968813;44,840359;11,64105;600
7;600635;FACOLTA` DI INGEGNERIA;VIA ARGINE DUCALE;FERRARA;705556;968202;44,835813;11,599585;600
706;50;PORTA SANT`ISAIA;VIALE VICINI FR 6;BOLOGNA;685193;929748;44,495508;11,328287;500
706;500;BOLOGNA AUTOSTAZIONE;VIALE MASINI 3;BOLOGNA;686640;930729;44,503959;11,346827;500
706;7029;CROCE;VIA PORRETTANA 92;CROCE DI CASALECCHIO;682116;928477;44,484858;11,289168;507
706;7042;CASALECCHIO SAN MARTINO;VIA PORRETTANA 157;CROCE DI CASALECCHIO;681792;927656;44,477555;11,284809;507
706;70006;CASALECCHIO CIMABUE;VIA PORRETTANA 385/3;CASALECCHIO DI RENO;680686;926544;44,467829;11,270525;507
706;70009;SAN BIAGIO FIORINA;VIA PORRETTANA FR VIA DUSE;CASALECCHIO DI RENO;680716;925771;44,460868;11,270632;507
706;70022;BORGONUOVO ALTOPIANO;VIA PORRETTANA 47;PONTECCHIO MARCONI;680910;923128;44,437044;11,272146;581
706;70025;PONTECCHIO MAUSOLEO;VIA PORRETTANA 68;PONTECCHIO MARCONI;680722;922448;44,430974;11,269549;581
706;70038;PONTECCHIO BORGHETTI;VIA PORRETTANA 239;BORGHETTI;680047;921034;44,418422;11,260584;581
706;70041;SASSO M. STELLA;VIA PORRETTANA 102/2;SASSO MARCONI;679890;920597;44,41453;11,258462;581
706;70054;PALAZZO ARMI;VIA PORRETTANA FR PL 1486;SASSO MARCONI;679208;919273;44,402789;11,249446;582
706;70070;SASSO M. CERVETTA;VIA KENNEDY 7;SASSO MARCONI;679122;918707;44,397719;11,248171;582
706;70073;SASSO M. MERCATO;VIA KENNEDY FR 65;SASSO MARCONI;679018;918206;44,393238;11,246694;582
706;70076;SASSO M. KENNEDY;VIA KENNEDY FR P.L. 12;SASSO MARCONI;679091;918386;44,394839;11,247672;582
706;70086;CASE MAZZETTI;VIA PORRETTANA 529;SASSO MARCONI;678115;916981;44,38244;11,234945;582
706;70089;PAGANINO;VIA PORRETTANA FR 549;SASSO MARCONI;677883;916663;44,379637;11,231926;582
706;70102;PANICO;VIA PORRETTANA NORD 34;PANICO;676109;914107;44,357076;11,208808;582
706;70105;MARZABOTTO;PIAZZA MARTIRI DELLE FOSSE ARDEATINE 1;MARZABOTTO;675795;912380;44,341616;11,204288;582
706;70118;CASA LEANDRI;VIA PORRETTANA SUD 79;MARZABOTTO;674265;910573;44,325729;11,184505;582
706;70121;SIBANO;VIA PORRETTANA SUD FR 83/A;SIBANO;673932;910164;44,322129;11,180195;582
706;70134;PIOPPE PALAZZINA;VIA PORRETTANA FR 57;VERGATO;672176;908846;44,31069;11,157754;569
706;70137;CALVENZANO;VIA PORRETTANA FR CHIESA;VERGATO;670967;907922;44,302663;11,142303;569
706;70150;VERGATO CAVACCHIO;VIA NAZIONALE 68;VERGATO;668839;906517;44,290521;11,115189;569
706;77701;PANICO;VIA DELL`INDUSTRIA FR 44;MARZABOTTO;675999;913978;44,355942;11,207385;582
716;62666;CA` BORTOLANI;SP VALLE DEL LAVINO KM 31.960;BORTOLANI;665690;912210;44,342466;11,077553;566
716;62669;CASE BORTOLANI FORNACE;VIA BORTOLANI FR 15/A;SAVIGNO;665602;912015;44,340732;11,076387;566
716;62682;TOLE` BORGO DI SOTTO;VIA FINI 24;TOL+;664501;910914;44,331077;11,062237;566
716;62685;TOLE`;PIAZZA DON CELSO LOLLI;TOL+;664257;910718;44,329368;11,059117;566
716;70109;PIAN DI VENOLA BASSA;VIA PORRETTANA SUD 22;MARZABOTTO;674883;911532;44,334207;11,192571;582
716;70112;MARZABOTTO MUNICIPIO;VIA NEROZZI BV VIA FORNASINI;MARZABOTTO;675732;912159;44,339643;11,203424;582
716;71510;VILLA ARMAROLO;VIA TORRENTE VENOLA 37;MARZABOTTO;672982;911712;44,336283;11,168803;569
716;71513;CASA COMASTRI;VIA TORRENTE VENOLA FR 43;MARZABOTTO;672286;911786;44,337114;11,160103;569
716;71526;MELADELLO BIVIO;VIA TORRENTE VENOLA FR BV MELADELLO;MARZABOTTO;670646;911947;44,33895;11,139598;569
716;71529;MAGAROLO;VIA VENOLA KM. 5+450;SAVIGNO;669599;912199;44,341463;11,126555;566
716;71542;VEDEGHETO POGGIO;VIA VENOLA FR 55;SAVIGNO;668259;912817;44,347336;11,109956;566
727;73633;SASSOMOLARE BIVIO;VIA PASSO BRASA BV SASSOMOLARE;GAGGIO MONTANO;658356;903669;44,267256;10,983013;447
727;73642;CHIERICHELLA;VIA CANEVACCIA 1;CASTEL D`AIANO;657486;903052;44,261894;10,971933;447
